리뷰번호,회원ID,작성일시,리뷰내용,감정키워드,평점
12139787,ni*****,2023-08-31 17:43:38.728391,"책에  하자가 있네요
반품이나 환불은 하지않겠습니다
가치없는 책이란 없습니다
",고마워요,4
13051508,km****,2024-02-02 11:32:34.392593,왜 베스트셀러인가. 패션 우울증 환자들이 인스타에 보여주기식 독서를 위한 책? 심오하고 음울한 문장들로 책 전체를 채웠지만 단 한 문장도 와닿지 않았다.,재밌어요,1
12748276,ki*****,2023-12-20 05:01:56.253702,"하도 유명하고 베스트셀러에도 있길래 제목도 궁금해서 본건데..
100페이지까지 읽는데도 힘들어서 그냥 포기하고 팔았습니다. 정말 취향 아니었음.",고마워요,1
12174055,ba********,2023-09-06 03:27:54.28309,"며칠 어쩌면 몇달간은 마음 한켠이 저릴 것 같아요
작가님 식목일에 나무 많이 심으셔요.. 휴지를 엄청 썼어요&hellip; 감사하고 사랑합니다 행복하세요",최고예요,4
14257732,db*******,2024-07-26 16:02:52.68191,처음에 몇 페이지 정도 읽었을때 뭔가 좀 역겹다는 생각이 들었습니다 그래도 무언가에 자꾸 이끌려 계속해서 읽었는데 마음이 먹먹해져오고 고요한 바다에 잠겨 가라앉는 기분이 들었습니다 제가 읽은 올해 책중에 가장 좋았던 책입니다 제가 느끼기에 이 책은 굉장히 무겁고 어둡습니다 가늠조차 되지 않지만 이상하게 깊게 몰입해서 읽게됩니다,최고예요,4
14848667,ak********,2024-10-02 01:05:48.971159,"꾸준히 베스트셀러 목록에 있고 회자되길래 궁금해서 구매해봤으나...
그냥 주인공 둘만 심각하게 애절하고 피폐함.
인물들의 감정에 몰입하기 전에 서사가 너무 빨리 진행됨.
소설 속 인물들 중 '이모'가 가장 정상적이고 마음에 든다.",공감돼요,2
11770696,td*****,2023-06-28 18:51:10.142279,우리집에 최진영작가님 광팬이 살아요,최고예요,4
12020334,le*******,2023-08-09 23:31:49.502673,앉은 자리에서 한번에 다읽었습니다,재밌어요,4
13460421,eu********,2024-03-31 00:46:42.523618,"가장 기억에 남는 페이지에요 맨 마지막장 인데 첫사랑이 떠올라서 너무 슬펐어요 이부분만 5번 넘게 보고 여러번 다시 봤는데 볼 수록 더 좋은 책이에요 표현은 거칠긴 하지만 진짜 사랑에 대해 계속 생각 할 수 있던 책이라 좋았습니다! 그리고 나름 감동도 있어요!!!
",공감돼요,4
11768180,td*****,2023-06-28 03:18:57.737766,"딸이 최진영작가님 광팬이라 리커버기념으로 사서 선물하나
좋아서 어쩔줄 모르네요",최고예요,4
