리뷰번호,회원ID,작성일시,리뷰내용,감정키워드,평점
11415188,yh*****,2023-04-27 11:43:29.417751,"저자의 전작, [돈의 속성] 내용이 좋아서 후속작도 구매했습니다. 인생 살아갈 때 10번은 읽어야 하는 책입니다.",집중돼요,4
11951049,kk***************,2023-07-27 15:53:14.19919,사업자한테는 바이블입니다 ,집중돼요,4
11926048,pi*****,2023-07-23 11:46:54.230394,좋은책사장의자리에선누구나읽어야할챡,최고예요,4
15104183,sk******,2024-12-09 10:56:19.165427,아직 사장은 아니지만. 사장이 되길 원하며 . 사장님의 마음을 알고싶은 월급쟁이가 사보았다. 3장부터 읽었다 . 흥미로웠다. 내 자신을 돌아보고 나는 어떻게 하고있는지 생각해보는 계기가 되었다,도움돼요,4
11638227,po********,2023-06-04 13:44:31.723341,"자영업을 하고있는 사람으로써 도움되네요
몇번 더 읽어야겠습니다",도움돼요,3
11552790,yi*****,2023-05-21 11:00:08.831936,믿고보는 김승호 작가님! 최고예요,최고예요,4
11419951,sh*****,2023-04-28 00:41:36.44922,성공한 사장이 되는 법을 알 수 있습니다.,쉬웠어요,4
15582879,id****,2025-03-28 21:32:50.359376,"미안하지만, <돈의 속성>을 읽고 감명 받아서 이 책을 샀다면, 실망할 것입니다. <돈의 속성>보다 참신성, 유익성 등 내용적으로 훨씬 못합니다. 그러기에 25,000원은 아까우니까 중고책을 사거나, 도서관에서 빌려서 보세요.",쉬웠어요,1
15573037,ah*****,2025-03-26 14:53:31.912054,책 잘읽겠습니다. 감사합니다.,집중돼요,4
15509449,do*****,2025-03-12 15:27:17.245574,선물로 구매해서 주었더니 아주 좋았네요,추천해요,4
15407884,nd*****,2025-02-20 20:00:46.710761,사장도 배워야한다. 배울 수 있다.,추천해요,4
15407853,nd*****,2025-02-20 19:49:49.595787,"돈을 벌고, 불리고, 지키고, 쓰는 능력. 나는 무엇을 배워야할까?",추천해요,4
15390019,hi*****,2025-02-17 13:42:49.486857,사장 해보려고 주문했어요. 아직 읽어보진 않았지만 기대 됩니다.,도움돼요,4
15305125,iy*****,2025-01-29 10:09:08.959691,읽는데 편하고 좋았습니다,도움돼요,4
