리뷰번호,회원ID,작성일시,리뷰내용,감정키워드,평점
773647,ho*******,2019-07-23 09:41:04.546,좀 어려운감은 있지만 추천을 많이해주셔서 열심히 정독 하겠습니다,집중돼요,4
773674,mi********,2019-03-28 09:16:32.866,책은 어려워요,집중돼요,4
773935,bl********,2019-12-10 12:13:07.53,기발한 내용에 공감을 갖게 돼 읽고 있음,최고예요,4
774165,lw*****,2020-06-21 17:15:51.46,과학을 넘어선 우리 시대에 관한 책,집중돼요,4
774049,ji*******,2019-11-04 21:39:02.633,"도킨스도 대단하지만, 다시 한번 다윈의 위대함을 느끼게 되는 책",도움돼요,4
13653102,ju********,2024-04-29 09:21:03.203544,배송도빠르고내용도굿,도움돼요,4
13030970,tn********,2024-01-30 01:02:15.113315,진화론에서 흔히 오해하거나 잘못 이해할 수 있는 걸 집어줍니다.,최고예요,4
10597370,en*****,2023-01-21 21:16:23.92864,사람들이 많이 읽고 베스트 및 스테디셀러라서소장하려고 샀어요,추천해요,4
773946,pg******,2019-12-15 11:09:01.786,인간의 유전자에 대한 놀라운 관점을 제공함,쉬웠어요,3
14182580,ic*******,2024-07-15 13:45:40.397943,"내가 나를 모를때가 있는데, 나의 유전자의 특성을 조금이라도 알게되면 조그맣지만 실마리를 찾는데 도움될 것 같네요",도움돼요,4
12983016,os********,2024-01-23 16:42:51.538034,좋습니다 잘산것 같아요 ,도움돼요,4
12720661,kk******,2023-12-14 19:18:37.795762,도대체 전달하려고 하는 내용이 뭔지. 비추,쉬웠어요,1
11354663,ab********,2023-04-16 00:13:58.69785,도킨스의 다른 저서로 이끌게 되었던 책.,추천해요,4
11342900,ab***,2023-04-14 12:01:24.248709,방송에 나오는 내용보다 훨씬 재밌어요. 뒷 부분이 더 좋아요,도움돼요,4
11013193,kb*****,2023-03-08 11:02:53.664628,인간에 대해서 다시 한번 생각해보게 하는 책,최고예요,4
10589541,ky********,2023-01-20 15:24:21.106158,"양장 책커버 디자인, 마음이 듭니다.",추천해요,4
10417785,ne****,2022-12-28 19:53:50.110626,별로임 번역이상함 재미x,집중돼요,1
10417777,ne****,2022-12-28 19:52:39.139039,이기적 유전자 별로임,집중돼요,1
10417770,ne****,2022-12-28 19:51:17.337121,  이기적  유전자,집중돼요,1
773836,kl***,2021-05-14 16:56:21.156,"한 번쯤을 읽어볼만한 가치있는 책

비로는 휴일 날잡고 느긋하게 하루를 보낼 수 있는 방법",쉬웠어요,4
774231,jo*****,2021-05-13 17:44:27.173,나름 잘 읽히고 이해도 빨리 돼요,집중돼요,4
15580559,te****************,2025-03-28 10:30:36.357091,어렵지만 좋은책이네요,도움돼요,3
15572027,lo******,2025-03-26 10:02:38.61304,공학도가 되려는 아이에게 도움이 되었으면 해서 주문했어요. 저도 읽어보려고요.,추천해요,4
15563633,ha******,2025-03-24 07:46:05.893318,"늘 읽어보려고 생각하던 책입니다.
과학에 전혀 바탕되는 지식이 없어 걱정되긴 하지만, 도전해봅니다
",도움돼요,4
15517995,we****************,2025-03-14 10:48:11.678518,"어렵지만, 천천히 읽고 있습니다. 😅",추천해요,4
