리뷰번호,회원ID,작성일시,리뷰내용,감정키워드,평점
1581351,se********,2021-09-28 00:04:45.296,"책을 덮으면서 지극한 사랑에 대한 소설이라는 작가의 말에 고개를 끄덕였다. 그 말처럼 곳곳에서 연약하고 소중한 생명들에 대한 사랑, 그러한 생명들의 서로를 향한 사랑이 느껴지는 책이었다. 비극적인 역사적 사건이 남긴 아픔과 트라우마, 그리고 그것들이 어떻게 다음 세대로 이어지는지, 어떻게 당사자의 것만이 아닌 그 사회의 아픔이 되는지를 생각해보게 되었다. 
 또한 한강 작가의 책을 읽을 때 내 모국어가 한국어임에 감사해진다. 이번 작품도 생생하고, 아름답고 시적인, 그러면서도 명료하고 적확한 문장들로 채워져 있었다.",고마워요,4
1581197,sg***,2021-10-06 19:07:01.586,노벨 문학상 감이라 자부합니다. 정말 혼란스럽기는 하지만 아주 강렬합니다. 독자가 내용을 만들어가는 책이랄까...,고마워요,4
1581322,gk*****,2021-09-10 23:29:53.68,글을 써주어서 고마운 작가. 건강하시기를 바랍니다.,공감돼요,4
1581259,cm****,2021-09-24 22:08:13.796,"작가의 성숙한 의식과 단정하고 묵직하면서도 정갈한 문체로 쓰인 작품이다. &#39;소년이 온다&#39; 를 쓴 이후의 사색이랄까.... 여튼 꿈과 현실의 대비와 비교에 의한 의식탐구의 노력이 소설속에서 빛나는 것 같다. 작가의 근본적인 우울함? 이랄까, 그 처연한이 늘 마음을 끈다.",공감돼요,4
1581327,mo*******,2021-10-02 13:32:26.56,어쩜 한강 작가님 책은 찰나의 순간 드는 생각을 잘 표현하실까 싶다. 그때의 여러 감정이 교차하는 순간까지 읽는 내가 행복해진다,공감돼요,4
1581370,bi*****,2021-09-27 00:50:47.623,"어떤 이야기는 작가를 선택한다, 그렇기에 작가는 자신을 찾아온 이야기에 귀를 기울인다. 자신의 귀를 자를듯한 섬뜩함을 느끼지만 멈출 수 없다.",고마워요,4
1581285,sm********,2021-09-13 23:41:11.99,"이 소설은 어처구니 없고 잔혹한 역사의 소용돌이에 휘말려 처참하게 학살당한 무고한 피해자와 피해자 자손들의 트라우마를 매우 섬세한 터치로 상기시킨다. 진혼되지 않는 영혼들에 대한 작가의 무한한 연민과 사랑이 전해진다. 그러나 너무 읽기 힘들다. 눈,바람, 나무, 새, 촛불, 그림자 등 파편화된 세밀한 묘사들이 너무나 한없이 반복되고 길게 이어진다. 그 모든 게 작품의 이미지 형성에 기여하겠지만 인내심 없는 독자들에게는 매력으로 다가오지 않을 수도 있는 것 같아 아쉽다.    .",공감돼요,3
1581267,zj****,2021-10-04 21:23:14.853,저에겐 편하고 쉽게 읽히는 책은 아니었어요..그렇지만 책을 다 읽고 난 뒤  긴 감정의 여운이 전 좋았습니다.,고마워요,4
1581394,eh*******,2021-09-21 00:00:54.726,한강의 문장만이 도달하는 영역이 분명히 존재함을 또한번 보여주는 책.,고마워요,4
1581230,un********,2021-10-02 13:00:20.63,"촛불의 흔들거림이 오래전 기억의 고통으로 오고, 기억이 있는 한 작별하지 않기를...",고마워요,4
