리뷰번호,회원ID,작성일시,리뷰내용,감정키워드,평점
11756975,le****,2023-06-25 22:29:09.365837,"자랑질 책이다.
젊은이들이여..현학적인 책에 속지마라
자의식해체, 유전자오작동등등..참 언급하기 창피한 책이다",쉬웠어요,1
11773459,aa******,2023-06-29 01:35:29.560945,기대를 많이 하고 봤으나.. 전 잘 모르겠네요.. 순리자 대로 살 팔자인가,쉬웠어요,2
13232804,ri****,2024-02-29 09:04:10.122112,저자의 약력과 경험에 거짓이 많은 것으로 밝혀지고 있습니다. 저자의 방식은 단기적인 효과를 볼 수는 있어도 진짜 성장으로 이어지지는 않을 것입니다.,집중돼요,1
12422545,mi****************,2023-10-23 23:49:51.819556,"저의 인생을 바꿔준 책인데 낮은 평점이 많네요. 이 책은 독서의 중요성을 알지 못하고 삶이 불안한 현대인들을 위한 접근성이 쉬운 공략집이라고 생각합니다. 실제로 그런 사람들이 많아서 잘 팔린거라고 생각해요. 저도 그런 사람이었고요. 알거 다 알고 유식한 사람들이 읽으면 코 웃음 칠 수도 있을거라 생각합니다. 순리자의 삶이 불행한 게 아니기도 하죠. 
저도 중간 중간 '이 사람의 생각은 이렇구나' 하며 넘기고 흡수 하지 않은 내용들이 있긴 합니다. 하지만 결론적으로 저에게 독서하는 습관을 만들어준 너무나도 고마운 책입니다. 경제적 자유나 부자가 되는것 까지는 바라지 않습니다. 독서하는 습관이 생겼고 불안불안 했던 인생이 안정을 찾아가고 있고 한단계씩 성장하면서 행복을 느끼고 있습니다. 다시 나태해지고 불안해질때 읽으면 좋은 거 같아요. 지금 삶에 만족하고 굳이 변화하기 싫으시다면 다른 책을 읽으시는 걸 추천드립니다.",도움돼요,4
12335776,ne********,2023-10-06 14:15:57.117813,읽고 쓰고 머리가 틔어 본인은 떼돈벌었다는 내용. 이런 질 낮은 책 말고 좋은책 사서 보세요. 혹시나해서 샀다 역시나 쓰레기통에 버렸어요. ,쉬웠어요,1
11678440,re***,2023-06-12 22:23:37.778632,"확장판 잘 읽어보겠습니다. 
2022년 초판보다 좀 더 쉽게 설명한 책 같습니다^^
초판 있는 분은 구지 구매 안하셔도 될 것 같습니다.",도움돼요,4
11823064,ju******,2023-07-06 10:56:11.477139,"책에 형관펜으로 밑줄치면서 읽기는 처음입니다 덕분에 교보문고에서 자꾸 책사재기를 하고있습니다 리뷰쓰기전에 방금 책3권또 결제하고오는길입니다 저자분께서 추천해주신책은 읽어볼려고합니다 32년 인생에 독서란없엇는데
읽다가 지쳐 잠들기는 처음이고 저자때문에 먹고마시고하는데돈안쓰고 책쓰는데돈아까워하던제가 거침없이 자꾸 교보문고에서 결제를하고있네요 변화가시작되고있는걸까요 취준으로너무힘든데 이런 작은 책을읽게하는변화조차도 너무행복해지네요 지금",최고예요,4
11725636,ds****,2023-06-21 05:50:08.201915,재밌고 도움이 됩니다,쉬웠어요,1
13817048,mi*******,2024-05-22 19:40:49.712093,"이건 뭐....마케팅에 넘어간 판매 부수인건지...나는 굳이 이나이에..나까지 팔아주지는 않아도 될듯한..
이십대,삼십대초반 까지만 읽기 딱 좋음",쉬웠어요,2
11576876,ha******,2023-05-25 09:19:34.608752,"평범한삶을바꾸는 성공의 8단계(책권자 저) 책과 함께 읽으면 정말 좋아요~ 자청, 책권자님의 찐팬입니다",도움돼요,4
