리뷰번호,회원ID,작성일시,리뷰내용,감정키워드,평점
2214958,mi*******,2021-04-28 22:39:55.673,"처음 이 책을 배송 받았을 때부터 겉 표지가 3cm가량  찢어져 있고, 책 초반부에 연필로 줄이 그어져 있는 것을 확인했습니다. 군에서 배송 받은 것이라 다시 받는 과정도 번거롭고 해서 그냥 씁니다만 검수를 전혀 하지 않고 보내는 교보문고 업무처리 방식에 너무 실망스럽네요.",,1
2214817,sm******,2018-12-28 15:54:54.1,학원에서 필요해서 구입했어요,,2
2214659,kc***,2018-08-24 20:39:25.843,좋아요.,추천해요,3
14754423,pi******,2024-09-27 08:32:50.502489,공부하기 좋은 교재입니다.,도움돼요,4
13286885,ly****************,2024-03-06 19:30:24.762764,아이 학원교재로 구매. 빠른배송 좋아요,추천해요,3
2214855,pj********,2020-09-17 15:16:23.136,비슷한 뜻의 단어들의 배열이 참 구성이 좋다고 생각합니다 좋습니다,추천해요,4
15599175,ry*****,2025-04-01 15:56:00.397784,시험 준비중이예요. 정리가 잘 되어있어요.,도움돼요,4
15584269,gl***,2025-03-29 09:18:29.495984,좋아요 추천합니다 ,추천해요,4
15571945,so*****,2025-03-26 09:38:05.739492,공부하려고 샀습니다 좋아요,도움돼요,4
15571912,bo****,2025-03-26 09:31:03.760458,학원 교재로 구입했어요 ,도움돼요,4
15566337,ra******,2025-03-24 20:46:12.712308,취미로 외우려고 샀어요,도움돼요,4
15550665,mi*****,2025-03-21 11:08:25.088381,중학교 공부에 도움이 됩니다,도움돼요,4
15543560,dd******,2025-03-19 19:14:28.908783,혼자 공부하기에 도움이 많이 됩니다,도움돼요,3
15524485,qh******,2025-03-15 17:48:08.405023,영어공부의 기본은 해커스죠 잘 공부하고 있습니다,도움돼요,4
15500308,nk*****,2025-03-10 20:28:24.251698,이제 공부만 잘하면,집중돼요,4
15489160,sa*******,2025-03-08 20:44:09.294292,학원 교재입니다.좋습니다.,도움돼요,4
15482133,hu******,2025-03-07 16:00:18.695316,토플 필수 책이라 구매했어요!,도움돼요,4
15478845,gr********,2025-03-07 00:11:22.599978,마음에 드는게 좋아요!!!,도움돼요,4
15477307,he*****************,2025-03-06 20:12:35.129954,아주 좋아요. 특히 단어 살면도 영어로 되어 있는거!,집중돼요,4
15475811,gl***,2025-03-06 14:45:55.527039,좋아요 추천합니다. ,추천해요,4
15474540,ys*******,2025-03-06 10:07:47.941549,공부하기 좋아요...,추천해요,4
15460227,ys*******,2025-03-03 21:45:33.800058,공부하기 좋아요!!!,도움돼요,4
15457645,98******,2025-03-03 12:04:59.893364,공부에 도움이 됩니다.,도움돼요,3
