리뷰번호,회원ID,작성일시,리뷰내용,감정키워드,평점
12747577,sy*****,2023-12-19 23:42:06.142235,"철학에세이라고 해야 하나? 쇼펜하우어의 철학을 충실히 담은 것인지 조금 의심스럽다. 쇼펜하우어가 말한 <의지>란 칸트의 물자체와 비슷한 형이상학적 세계자체를 말하는 것인데 이 책에서 저자는 마치 인간의 삶에 대한 의지인 것 처럼 이야기하고 있다. 또한 군데군데 동어반복적인 표현으로 이건 또 뭔 소린가 하는 혼잣말을 여러번 하게 된다. 논리의 앞뒤가 잘 맞지 않는...예를 들어  결혼은 해도 후회, 안 해도 후회인데  그래도 늙어서 외롭지 않으려면 잘 살아야 하니 예전의 연예편지나 문자를 들춰보라는 뭐 그런 농담  같은 글이 매우 실망스럽다.",쉬웠어요,1
12863601,gy*****,2024-01-06 13:38:49.229764,와.. 마흔에 읽는 니체 아류작.. 정작 쇼펜하우어가 어떻게 살아갔고 인생을 어떠한 관념으로 바라봤는지에 대한 내용은 제대로 없고 어디 인터넷에서 짜집기한 허접한 내용들만 가득함.. 진심 왠만한 책들은 그냥 읽어보는데 이건 돈아까움,쉬웠어요,1
12748966,se*****,2023-12-20 10:30:44.328069,포털에서 인상깊게 쓴 리뷰를 보고 구매하였으나 기대에 못 미치는 거 같아요 차라리 다른 쇼펜하우어 원작을 읽으시는게 나을 듯 해요…,쉬웠어요,1
12703400,jy*****,2023-12-11 21:02:03.7938,굳이 종이책으로 구매할 필요까지는 없는 듯. ,집중돼요,1
12853015,ss*******,2024-01-04 21:37:39.404121,슈펜하우어 철학에 대해선 아주 수박 겉핥기 수준의 책. 작가의 생각이 아주 많이 반영되어 있음. 그 마저도 내용이 뒤죽박죽. 하나의 챕터에서도 문단마다 내용이 연결안되는 부분이 있음. 생각보다 실망인 책. 물론 직접 책을 보지 않고 유명세만 보고 덥썩 책을 산 내 탓이 가장 큼.,쉬웠어요,1
12870995,je*****,2024-01-07 17:07:53.336316,마흔에 읽는 강용수네요..어떻게 이 책이  1위인지는 아직 모르겠고 내 나이 50이라 그런지 술술 읽히지 않아 읽다가 어려운 단어가 아님에도 불구하고 사전도 찾아 보게 되네요.쇼펜하우어의 이념을 요즘 세상살이에 갖다 부치기엔 저자의 신념이 왔다리 갔다리.. 아직 읽고 읽는 중이라 이 책의 키워드가 없습니다!,도움돼요,2
12624886,re***,2023-11-29 16:28:34.625177,생각보다 많이 허접한 책 같습니다.,도움돼요,2
12658489,ls*****,2023-12-04 11:00:29.462577,읽기 쉬운 책 입니다.,쉬웠어요,2
12783555,js******,2023-12-26 00:15:45.736599,잘받았습니다 배송도 빠르고 좋아요 좋아요 ,집중돼요,2
12634274,in****,2023-12-01 11:10:35.675471,쇼펜하우어를 독자가 사유하기엔 충분하지만 부족하다. 부족한  공백을 삽화로 메우고 독자의 혼란스러움을 목차로 다독여주는...,쉬웠어요,1
13092325,ji******,2024-02-08 13:54:21.90732,"별로예요.. 어디서나 볼수 있는 내용 누구나 아는 내용
같은 이야기 되풀이.. 내가 왜 읽고 있어야하는지 모르겠고..
나시 마흔과도 관계없고.. 쇼펜하우어에 관한 이야기도 많이 없고.. 니체랑 넘 달라요.. ",쉬웠어요,1
