리뷰번호,회원ID,작성일시,리뷰내용,감정키워드,평점
13963200,ha*****,2024-06-13 03:41:37.624331,그의 운명은 지극히 비참할 것입니다. 독재자. ,도움돼요,4
13965029,rl*****,2024-06-13 13:55:43.392678,"읽기전부터 재밌다ㅋㅋㅋ
2년전 체한 기운이 싹내려감",최고예요,4
13965122,so********,2024-06-13 14:15:16.030825,무언가 얘기할수 있는 어른이 필요합니다. 그 분이 유시민님 이시군요.,추천해요,4
13976599,ti******,2024-06-15 11:15:36.2117,대한민국을 시궁창으로 끌고가 우리 모두의 마음을 갈기갈기 찢어버린 그. 그 주변의 인물들과 그가 임명한 인물들을 보며 우리 사회 곳곳에 숨어있던 기회주의자들과 인간 쓰레기들이 저렇게 많았나 싶었다. 다 나와주라. 분리수거하게.,최고예요,4
13963356,ch***,2024-06-13 06:48:56.28872,"누군가는 말로가 비참할거라 하지만
비참이란 말도 부족하다는 생각이.
딱 하루만 뉴스를 봐도 ..

문득
사지를  각각 말에 묶여 달리게
했다는  처형제도가   떠오르는",추천해요,4
13958898,88****,2024-06-12 14:46:41.678422,기대합니다. 위로와 희망을 ,추천해요,4
13963624,sm*******,2024-06-13 08:49:39.879862,드디어 신간! 기대하고 있습니다. 희망이 지금보다 더 힘이 세지기를..,추천해요,4
13965890,kh*****,2024-06-13 16:27:40.708435,유작가님 통찰력 기대됩니다~~ㅠ,최고예요,4
13958931,mo*****,2024-06-12 14:50:50.472608,엄마를 위해 책 구매 했습니다. ^^,추천해요,4
13972549,me****,2024-06-14 17:28:12.902811,작가님의 통찰력을 믿고 지지하며 이번 신간도 기대됩니다. 나라를 걱정하고 불안한 현시대를 겪어내는 시민들에게 대안과 비젼까지 제시해 주시길 기대합니다. ,최고예요,4
13971989,kd****,2024-06-14 15:29:56.202419,살고 싶어지는 세상이 되길 간절히 바라며  출간에 감사합니다!!,최고예요,4
13971759,cy******,2024-06-14 14:58:53.249381,"작가님의 영원한 팬입니다.
신작이 나오기를 오매불망 기다리던중 가뭄에 단비처럼 너무 반가운 책이었습니다.  혼란한 세상!!!이렇게 또 작가님께 위로와 용기를 얻어 갑니다.
매불쇼 또 나와 주실거죠??? 제발요~~~~~~~~~",최고예요,4
13968014,ji*******,2024-06-13 22:23:58.114186,책 내주셔서 감사합니다. ,최고예요,4
13976609,go*****,2024-06-15 11:19:03.993321,그를 안볼수있는 날이 빨리오기를 학수고대 하면서...!!,집중돼요,4
13988298,uo****,2024-06-17 08:44:40.425194,기대 중입니다 문제에 대해 같이 분노하는 사람이 있는 건 행운같습니다,최고예요,4
13991138,ba*******,2024-06-17 18:10:21.745209,"위태롭고 힘든 시기를 건너는데 힘이 되어주시는 유시민작가님의 책이어서 무조건 구매합니다. 책이 출간 전이라 내용을 정확하게 알진 못하지만 제목만으로도 충분히 고맙고 감사합니다. 잘 읽겠습니다. 그리고 사은품으로 함께 구입한 문진도 힘이 됩니다. ""희망은 힘이 세다""",최고예요,4
13997705,cc****,2024-06-18 12:09:20.670737,기대를 안 할 수가 없는 유시민 작가님 책 🍀,최고예요,4
13976122,ya*****,2024-06-15 08:49:22.036831,차뷴히 읽어 보겠습니다. ,추천해요,4
14015336,ba*******,2024-06-21 14:56:06.751518,환란의 시기를 힘겹게 지나고 있는 우리 국민들에게 주는 최고의 위로가 아닐까 생각합니다. 유시민작가님의 신간이라는 것 만으로도 기대가 컸는데 책을 읽다보니 다 읽어가는 것이 아쉬울정도입니다. 책 내용이  너무 좋고 작가님의 벌금 납부에도 일조하고싶어 친구들에게도 선물했습니다.,최고예요,4
