리뷰번호,회원ID,작성일시,리뷰내용,감정키워드,평점
12584495,im******,2023-11-21 17:18:48.785708,"충분히 알아보지 않고 구매한 탓에 쇼펜하우어의 여러 작품과 메모, 일기 등에서 발췌하여 출간한 책이라는 것을 몰랐습니다... 앞서 소품집을 읽고나서 보려니 형식이 제 취향에는 맞지 않았으나 분명 인생에 도움이 되는 글귀는 많이 들어있습니다. 제게는 다소 가볍게 읽을 수 있는 ""명언집""이라는 느낌이 강해서... 쇼펜하우어의 철학을 진득하게 배우고 싶으시다면 그의 대표작을 통으로 읽어보시길 추천드립니다.",쉬웠어요,2
11975805,ok******,2023-08-01 09:01:49.510986,말뿐인 헛된 위로의 문장보다 사실적이면서도 깊은 쇼펜하우어의 문장이 지친 저에게 더 위로가 되었습니다.,최고예요,4
11848274,ho********,2023-07-10 23:43:38.516953,마음의 답을 알려줍니다. 모든 걸 다 해내려하기 보다는 못하는 것을 인정하고 놓아주는 것도 필요하다는 생각이 드네요.,도움돼요,4
11966372,le*****,2023-07-30 09:13:16.474985,사랑의 표현은 기다림이다. 기다림은 고통이다. 사랑은 그 고통을 기다리는 것이다.,최고예요,4
11851151,ns***,2023-07-11 17:12:31.100194,"유튜브로 듣다 직접 읽고 싶어졌습니다.
언뜻 너무 냉소적이고 비관적이다 싶기도하지만 조금 더 생각해 보면 깊은 깨달음의 가르침인 듯 합니다",도움돼요,4
12629425,ya******,2023-11-30 14:30:59.36187,"이번에 쇼펜하우어 책만 3권째네요
아주 유익하고 냉철한 시각과 맘가짐을 할 수 있도록
도와줍니다
다만 각 세션마다 내용이 너무 간결해 좀 아쉽다능?",도움돼요,3
12417072,mi*******,2023-10-22 21:24:10.347302,"일단 태어났으니 죽음밖에 남은게 없고
원래 생은 행복보다는 고통이니
평생 사색하고 정신적으로 성숙해지다보면
고된 일상에 무덤덤해질거라는 철학자라니
남은게 죽음뿐이라해서 인생을 포기하고 막 살라는게 아니라
후회없는 죽음을 위해 
삶을 제대로 보고 사색을 통해 
능동적 성장(정신적인)을 이뤄내보자",도움돼요,4
12176583,je*****,2023-09-06 16:38:01.022701,누가 쉽다고 하나요?어려워요.읽기가..문장문장마다 바로 이해하기가 넘나 힘들어서 완독 포기할까 싶어요,쉬웠어요,2
12091459,ys*****,2023-08-21 20:44:23.763714,번역을 잘해서 철학책 보다 에세이를 보는 것 같네요. 최근 절망적인 소리와 포기가 일상이 된 세상에 읽어볼만한 책 입니다.,쉬웠어요,4
12084647,so******,2023-08-20 15:29:50.540548,"대학교 때는 그렇게나 지긋지긋했던 쇼펜하우어.
20년이 흐른 지금 읽으니 그저
!!!!!",추천해요,4
13460286,pi*********,2024-03-31 00:22:43.8405,"너에게는 아무것도 없다. 또 아무것도 가질 수 없다.
가질 수 없음을 두려워해서는 안된다.
가질 수 없다는 진실을 망각해서도 안된다.
그렇게 적당히 살아가는 것이다. 몇 분 만에 삶과 죽음으로 나뉘는 이 운명을 그냥 받아들이라는 것이다. p. 113

고달프고 덧없는 인생이 쳇바퀴처럼 돌아간다.
날마다 우리는 질문한다.

왜 사는가?
무엇을 위해 사는가?
가치 있는 삶이란 무엇인가?
앞으로 어떻게 살아야 하는가ㆍㆍㆍ. p. 255


✍ '남에게 보여주려고 인생을 낭비하지 마라.`
보다 번역도 매끄럽고, 처음부터 끝까지 쇼펜하우어의 철학이 오롯이 담겨있는 책.",추천해요,4
13229624,sb****,2024-02-28 20:50:38.916142,심플한 문장 최고입니다 왜 쇼펜하우어 하는지 알겠어요,도움돼요,4
13004698,pi********,2024-01-26 14:12:58.686673,읽어보고 싶었습니다. 표지상태가 좀 아쉽습니다. 배송전 꼼꼼한 검수 바랍니다.,도움돼요,3
12913192,bo*****,2024-01-13 11:22:41.929342,책 내용이 좋아요 도움이되는 내용이애요,도움돼요,4
12873721,dk******,2024-01-07 23:39:31.405138,"읽을만해요..
추천합니다.
",도움돼요,3
12844503,ro****,2024-01-03 17:47:05.217575,잘 읽히고 내용이 알차요.,최고예요,4
12773486,er******,2023-12-24 03:04:01.893233,짧은글로 엮어져있는책이에요 1~2페이지씩. ,쉬웠어요,4
12099599,sa*****,2023-08-23 15:29:15.754177,추천 받아서 구매했어요!,도움돼요,4
12085620,sj******,2023-08-20 18:02:00.347411,무난하고 괜찮은 책 입니다.,도움돼요,4
12012606,kb*****,2023-08-08 09:16:53.469986,도움되는 글이 꽤 있습니다.,도움돼요,4
11958369,so*******,2023-07-29 00:01:41.926241,냉철한 인생지침서 ,집중돼요,4
15550929,ak*******************,2025-03-21 12:29:14.110832,추천받아서 샀어요. 잘 읽을게요,추천해요,4
15541689,hs*******,2025-03-19 12:05:29.978527,내용이 너무 좋아요!,도움돼요,4
15497596,ge*******,2025-03-10 11:26:58.521488,"번역본이라 좋아요!
",집중돼요,4
15417366,ca*******,2025-02-22 17:39:53.679895,인생의 의미를 찾는 데에 큰 참고가 되었습니다.,추천해요,4
15274641,1s**************,2025-01-20 11:05:19.457151,좋은 내용인 건 알겠지만 추천까지는..,도움돼요,4
15122424,eh******,2024-12-14 09:41:03.916854,"모든 책이 다 좋은 것만도 아닌데 왜 굿워딩만 있지요? 어려워요 무슨 말인지 모르겠어요. 번역이 잘못된듯해요 등등 왜 이러한 태그는 없을까요? 전체적으으로 무슨 말을 하고자는지는 알겠는데 번역자가 일부러 읽기 어렵게 번역을 한듯 합니다. 그냥 기승전결이 없어 정말 짜증나서 독서토론회도 취소하고 싶다.
어찌 10만부나 팔렸는지? 제목만 그럴싸하다. 소제목은 현답인데 그 하위 내용들은 전혀 개연성이 없어 읽는게 고역이다",도움돼요,1
15011357,ki********************,2024-11-12 21:50:34.046771,행복을 바라며 살았던 삶에 쉼표를 덧붙혀주는 친밀한 책.,도움돼요,4
14930196,dl******,2024-10-23 02:46:55.508032,좋은 책 잘 받았습니다.,추천해요,4
14672376,fa******,2024-09-20 14:59:01.625081,추천해요 감사합니다.,추천해요,4
14612210,wo*******,2024-09-11 17:53:07.083029,추천합니다. 좋은 책 입니다,도움돼요,4
14419247,rl*****,2024-08-18 21:53:41.565775,'나의 인생은 도대체 왜...'에 대한 나의 물음에 대한 대답을 주는 책이다. ,추천해요,4
14413652,oy***************,2024-08-17 22:19:56.27148,하루만에 책을 다 읽을 정도로 집중이 잘 되는 책입니다. 가독성도 좋습니다.,집중돼요,4
14326780,wk******,2024-08-04 18:29:35.015537,철학자의 생각은 다르네요.,추천해요,4
14311987,pu*******,2024-08-02 21:40:18.168377,친구의 추천으로 읽어봤는데 생각보다 술술 읽혀요~~ 그래도 조금 어려운 감도 없지 않아있었어요~~,추천해요,4
14299235,wl******,2024-08-01 09:41:18.955133,짧은글이지만 여러번 읽게 되네요,추천해요,4
14142607,09*******,2024-07-09 00:10:57.109257,좋아요        ,추천해요,4
14129991,gh*******,2024-07-06 23:15:45.172979,"모두가 읽어봤으면 좋겠다.
심오한 전공 느낌이 아닌 누구나 느꼈던 일상 속 철학 책
아마 철학이나 인문, 심리에 대한 좋은 책을 찾고 있다면 이 책 한 권으로 끝낼 수 있을거다",추천해요,4
14099909,79*****,2024-07-03 09:17:27.208532,재미있게 읽었어요.,도움돼요,4
14088116,jh*****,2024-07-01 17:24:38.038931,누구나 한번쯤은 읽어야할 책,최고예요,4
14069428,ps*********,2024-06-30 00:03:59.347097,너무 좋아요 추천해요,집중돼요,4
14001646,wk******,2024-06-18 23:11:17.651235,재밌어요 추천합니다,집중돼요,4
13983033,wu******,2024-06-16 10:40:54.168487,이 책이 사랑받는 이유는 자신의 삶이 힘들다고 생각하는 사람이 많아서일까?  ,도움돼요,3
13957891,ls*****,2024-06-12 11:47:40.73951,추천힙니다. 인생이 힘들때 읽으세요,추천해요,4
13907669,tt******,2024-06-05 10:32:57.977029,좋은 내용의 도서 입니다,도움돼요,4
13788367,so****,2024-05-17 22:49:49.107652,제목만큼 무겁진않았어요. 그이의 일생을 먼저 이해하고 읽어보시길,집중돼요,4
13706047,gu*****,2024-05-05 19:35:29.30781,비관론 적이지만 맞는 말들이 많아서 색다른 느낌이 들었습니다,도움돼요,4
13672115,ka****,2024-05-01 22:55:12.809828,읽으며 많은 생각을  합니다.,집중돼요,4
13667064,so******,2024-05-01 10:43:57.723949,쇼펜하우어는 무조건 읽어야 함.,추천해요,4
13653051,du*****,2024-04-29 09:05:28.496247,삶을 낙관적인 시선으로 바라보진 않지만 촌철살인,추천해요,4
13606735,ch***,2024-04-20 16:36:55.985152,매일 조금씩 읽다보면 마음에 위안이 됩니다.,추천해요,4
13602750,cu*******,2024-04-20 09:18:00.176505,시간 날 때마다 순서없이 읽고 싶은 부분부터 읽습니다. 삶의 지혜를 얻습니다.,추천해요,4
13586212,hy****,2024-04-19 00:01:04.435727,언론의 추천으로 읽게 되엇습니다,최고예요,4
13561647,gn****,2024-04-15 11:13:55.189114,자기전에 주제 하나씩 읽으면 위로가 되는 책이네요 추천합니다,도움돼요,4
13552428,eh*****************,2024-04-14 02:39:55.665292,"내용이 너무 어렵고 이해하기 힘들진 않을지 걱정 됐는데
전혀 그런 거 없고 읽으면서 너무 힐링도 되고 느끼는 게 많아요 완전 추천합니다 ㅎㅎ",최고예요,4
