리뷰번호,회원ID,작성일시,리뷰내용,감정키워드,평점
4858810,pr******,2022-03-24 20:44:39.293,기다리고 있었어요 정말 최고의 단편입니다 한편의 영화를 본듯한 기분이에요,고마워요,4
14897973,zk******,2024-10-15 09:24:34.458178,만화책 작화며 스토리 모두 좋아요. ,재밌어요,4
14839726,mr********,2024-09-30 07:40:21.518068,Dont look back in anger…,힐링돼요,4
15602963,kk******,2025-04-02 10:25:05.6862,"초반 만신이라 불리는 자가 
단편을 그리니 엄청나다.
우리는 그래도 살아간다",재밌어요,4
15598285,gu******,2025-04-01 11:33:56.187147,영화가 재밌어서 책도 샀습니다,재밌어요,4
15582964,dm*****,2025-03-28 21:56:49.227277,Look Back! ,힐링돼요,4
15580555,ho********,2025-03-28 10:29:10.532788,아날로그 감성 그대로,힐링돼요,4
15557980,an*******,2025-03-22 21:52:36.985183,재미있게 읽었습니다.,재밌어요,4
15545747,su*****,2025-03-20 08:58:21.557631,소장용으로 구매했습니다 좋아요,재밌어요,4
15536386,zz******,2025-03-18 09:13:04.756663,룩백보고 재미익너서 구매함,최고예요,4
15533972,ch******,2025-03-17 17:06:09.317551,애니의 감동까지 고대로... 강추입니다,최고예요,4
15463406,ak********,2025-03-04 14:19:53.884049,배송이 빨라서 좋아요!,고마워요,4
15426689,du*****,2025-02-24 19:14:52.69066,마지막이 충격적이다 ㅠㅠ,고마워요,4
15425547,Le**********************,2025-02-24 14:06:10.83105,배송기간이 연기된것도 없고 기사님이 안전하게 매공하신거5같아서 좋아요,힐링돼요,4
15415111,lo******,2025-02-22 09:52:26.732295,영화관에서 보면서 울었어요..,공감돼요,4
15405708,od******,2025-02-20 10:14:17.028556,"후지모토 타츠키 만화치고는 가슴에 와닿는 작품이었지만.....
페이지 수가 너무 적네요. 이정도 길이라면 한권으로 내기보다 다른 단편들과 함께 묶을 수도, 또는 단편 한두개 정도 더 추가해줄 수도 있었을텐데, 영화화에 편승해서 얄팍하게(여러가지 의미에서) 파는것같아 모처럼의 감흥을 반감시키네요. 하다못해 작가 후기라도 추가해서 실어줬더라면ㅠ",힐링돼요,3
15403450,Le**********************,2025-02-19 20:45:07.136937,너무 좋고 너무 재밎어요,고마워요,4
15398563,ak*****,2025-02-19 09:41:03.113933,쿄애니 방화사건을 기억하며,최고예요,4
15367355,go********,2025-02-12 08:48:14.476246,무언가 묵직한 내용의 만화책. 오랜만이네요,재밌어요,4
15325878,s0********************,2025-02-03 00:20:13.358619,체인소맨보고 재밌어 샀어요,최고예요,4
15319513,ek*****,2025-02-01 20:41:05.223827,넘 좋아하는 만화에요 감사합니다,최고예요,4
15299903,cl*****************,2025-01-27 13:43:04.485634,잘받았습니다. 재미있어요.,고마워요,4
15291173,sm*******,2025-01-24 20:01:43.747422,영화를 보고나서 구매했습니다 감동적인 원작입니다,힐링돼요,4
15263102,48*****,2025-01-17 13:08:09.789441,재미있게 잘 읽었습니다 ,재밌어요,4
15216148,to*****,2025-01-06 15:29:44.154029,재밌게 잘 읽었습니다,재밌어요,4
15200239,be******,2025-01-02 22:26:28.916635,빠른 배송 감사 합니다,최고예요,4
15189682,do*******,2024-12-31 16:56:52.166616,영화 궁금한데 영화 보기 전에 원작 먼저 읽으려고 사봤어요 !,재밌어요,4
15185303,ha********************,2024-12-30 15:55:42.473212,"영화 보기 전에 알려져서 호기심에 구입해서 봤는데, 제 인생을 몇 번이나 돌아보게 만들 정도로 와닿는 만화입니다! 개인적으로 인생 만화 중 하나여서 평생 간직할려고요!",재밌어요,4
15180837,st*****,2024-12-29 13:10:42.481335,veryverygood,고마워요,4
15174588,fl********,2024-12-27 22:51:29.14458,"감동적인 이야기
영화로도 봤지만 원작도 재미있다",힐링돼요,4
15167591,su******,2024-12-26 09:07:04.248016,영화 보고 구매했는데 정말 좋습니다,최고예요,4
15167287,hi********,2024-12-26 07:18:42.401099,영화로 감동받으며 피앙세랑 봤는데 책으로 보니 더 좋았어요!,힐링돼요,4
15167151,a5***,2024-12-26 02:17:08.54631,영화보고 바로 질렀습니다.,고마워요,4
15155033,sy******,2024-12-22 23:52:18.952996,추천 받아서 구입했어요,재밌어요,4
15146354,da*******,2024-12-20 19:05:53.519046,누군가의 뒷모습을 보았을 뿐인데 그 뒷모습에서 전해지는 열의가 이렇게 뜨겁다니!,최고예요,4
15142792,ha********,2024-12-19 18:37:18.810062,영화개봉해서 구매했어요,최고예요,4
15125326,gu****,2024-12-14 23:37:13.773494,ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ,재밌어요,3
15124779,rr******,2024-12-14 21:20:11.22475,과연 소문대로입니다.,최고예요,4
15124263,xj*****,2024-12-14 18:40:48.039914,뒤돌아보았을 때 나를 응원해줄 사람이 있다는 것만으로도 큰 힘을 얻었을 주인공의 마음에 이입해서 잘 보았습니다.,힐링돼요,4
15124203,mi*******,2024-12-14 18:27:28.936448,영화 보고 너무 좋아서 책도 주문했어요. 움직이는 영상과 또 다른 울림이 있습니다. 짧으니까 오히려 더 여운이 길게 오네요.,최고예요,4
15121964,am********,2024-12-14 04:57:53.27152,"개인적으로 2024 최고의 영화, 룩 백!!!",최고예요,4
15111178,ka******,2024-12-11 09:07:47.659553,영화 재밌게 봐서 책 사봤는데 재밌게 봄,최고예요,4
15108852,ag*****,2024-12-10 15:57:52.408891,영화관에서 보고 여운이 많이 남아 주문했습니다. 진짜 최고에요,최고예요,4
15105041,cr******,2024-12-09 15:06:47.448942,만신의 명작. 영화 재개봉을 기원하며..,힐링돼요,4
15096254,07******,2024-12-06 23:54:04.045413,너무 좋습니다   ,힐링돼요,4
15092096,sw*****,2024-12-05 19:51:17.76958,영화도 보고 만화도 보니 재밌네요,재밌어요,4
15091071,lo*****,2024-12-05 13:37:01.84729,영화 재밌게 봐서 구매했습니다! 넘 좋은 이야기네요,최고예요,4
15085742,pj******,2024-12-03 21:13:51.168646,영화 통해 책 구입했습니다 좋아요!!!,최고예요,4
15084622,ns***,2024-12-03 15:40:53.662575,아이들의 이야기처럼,재밌어요,4
15083884,su*****,2024-12-03 11:06:25.135789,애니메이션 영화가 극장가에 조용히 입소문이 났다길래 애니보기 전에 원작 먼저 보구싶어 구매했어요,고마워요,4
15082662,re********,2024-12-02 23:27:56.735611,무심코 구입한 만화책. ,고마워요,4
15073096,ka******,2024-11-30 09:45:41.707627,"오랜만에 일본 만화책을 본것같네요
웹툰이랑 다르게 만화책 특유의 그림이라서 좋았습니다
그림이 참 이쁘네요",힐링돼요,4
15071368,db*******************,2024-11-29 21:22:31.702452,영화로보고싶었는데 못봐서 만화책샀어용 티빙이나 넷플에 들어오면 한편보고 다시한번 만화책 보려구요,최고예요,4
15066920,ba******,2024-11-28 13:59:00.792906,재미있습니다.   ,재밌어요,4
15064886,to****,2024-11-27 21:58:54.184667,구성이진짜 내용이 너무좋,최고예요,4
15063474,ha****************,2024-11-27 14:19:10.709828,재미있게 잘 봤어요.,재밌어요,4
15059751,to******,2024-11-26 13:34:39.330012,마음이 아프네요..,힐링돼요,4
15059451,ro*******,2024-11-26 11:45:27.267147,영화로 보고 너무 내용이 마음에 들어서 만화로도 구매했습니다,재밌어요,4
15058597,gr*******,2024-11-26 02:01:48.076269,잘 봤습니다. 재미있어요~,재밌어요,4
15052124,gk******,2024-11-23 23:28:49.134065,영화가 재미있길래 구매,최고예요,4
15045447,sm*******,2024-11-21 23:11:35.067785,영회보고나서 주문했어요 그림체가 더 섬세합니다,힐링돼요,4
15031284,ki******,2024-11-18 13:29:20.173334,후지모토 타츠키의 감성이 가득해요,재밌어요,4
15030335,jo******,2024-11-18 10:02:28.916665,영화 보고 원작도 보고싶어 구매했어요!,힐링돼요,4
15030107,bu****,2024-11-18 09:32:22.550204,영화보기 전에 보는 책,재밌어요,4
15018482,le****,2024-11-14 21:48:04.407607,애니보고 원작 만화가 있다고해서 구입했어요 어릴때 만화를 좋아하고 그려본적 있는 사람은 느낌이 다를거 같아요 애니보다 엄청 짧은데 몰입해서 봤어요 ,최고예요,4
15018088,da****************,2024-11-14 19:32:11.818001,역시 단편의 악마.,최고예요,4
15010647,az****,2024-11-12 17:51:59.822375,원작도 영화만큼 좋습니다,최고예요,4
15003940,ch******,2024-11-10 23:25:51.144854,재밌어요 굿굿    ,고마워요,4
14999844,mo*******,2024-11-09 17:37:42.786581,애니보고 구매합니다,재밌어요,4
14997817,pe********,2024-11-08 23:50:56.159601,만화를 그리는 행위를 통해  서로 다른 두 존재가 함께 꿈을 펼쳐나가는 청춘만화! 그들의 순수하면서도 함께하는 서로를 존중하고 애틋하게 여기는 마음들이 반짝반짝 빛난다. ,최고예요,4
14995485,yk*****,2024-11-08 11:22:50.945132,너무 재밌게 읽었습니다.,최고예요,4
14978329,pu******,2024-11-03 18:17:56.398325,"광고와 후기가 너무 좋길래 보고 싶어 구입했다가, 보면서도 보고나서도 후기들 반응이 어리둥절..
제가 이해 못한건가 싶어 다시 리뷰 보러 들어와서도 여전히 그렇습니다. 저는..",재밌어요,1
14974525,th******************,2024-11-02 18:53:27.001827,1화의 악마 그는 신이야!,최고예요,4
14969713,12**************,2024-11-01 13:45:31.191415,"서로가 서로의 버팀목이 되어준 내용이 부러웠다. 나도 누군가에게, 누군가도 나에게 그리해줬으면 좋겠다는 생각이 든 작품이었다",재밌어요,3
14959829,de*******,2024-10-30 08:23:07.5778,영화 개봉했을 때 광고 봤던 기억이 나서 한번 사봤어요. 재밌었고 감동되었습니다. 마침 마스다 미리의<누구나의 일생> 을 읽은 참인데... 일부러 이어 읽은 것같았어요. ,재밌어요,4
14956462,qw***********,2024-10-29 13:55:00.52275,후지모토 타츠키 짱,최고예요,4
14955237,gh*********,2024-10-29 08:37:11.322073,"영화보고 원본인 만화를 찾아봤는데, 너무 좋네요. 
",고마워요,4
14952416,se********,2024-10-28 14:08:53.539614,너무 여운남아요 재밌어요,재밌어요,4
14951366,no*******,2024-10-28 09:04:18.437761,재미있게 잘 읽겠습니다.,고마워요,4
14951306,se********,2024-10-28 08:49:20.300338,너무 여운남는 작품,재밌어요,4
14949988,mu*****,2024-10-27 21:21:55.288494,"재미있어요
딸이랑 같이 봅니다.",공감돼요,4
14946863,dl*****,2024-10-27 00:07:34.121202,재밌어요~~~~~~~,재밌어요,4
14944989,sm******,2024-10-26 17:28:27.174384,체인소맨 작가의 작품,재밌어요,4
14944856,gy*****,2024-10-26 16:59:31.457409,추천받아 구매합니다 ,최고예요,4
14940624,dm******,2024-10-25 20:23:48.905104,기억에 남는 장면이 많았음,힐링돼요,3
14934835,ze******,2024-10-24 07:51:10.022486,원작도 영화만큼이나 좋네요.,최고예요,4
14933617,rr***,2024-10-23 21:24:25.827535,생각보다 잘 봤습니다,재밌어요,4
14930050,06********,2024-10-23 00:47:24.646053,재밌음 추천추천합니다,최고예요,4
14929450,ja******,2024-10-22 22:45:33.452583,영화보고 구입했는데 좋아요.,최고예요,4
14921565,on*****,2024-10-20 23:27:22.157546,재미있게 잘 봤습니다,최고예요,4
14915777,zk******,2024-10-19 13:18:01.634737,좋아요. 내용도 그림도 좋아요.,고마워요,4
14913651,zk******,2024-10-18 23:07:13.493691,감동적이고 좋아요. 책도 영화도 다 좋았어요.,최고예요,4
14909694,ie***,2024-10-18 01:35:06.952134,평이 좋아 구매했어요 ,힐링돼요,4
14908120,ag****,2024-10-17 17:03:34.105583,기대보다는 그냥 그랬습니다. 바로드림 시스템 이용해서 빠르게 봤습니다.,재밌어요,4
14905235,ju******,2024-10-16 21:56:28.473336,짧은 한권에 여러가지 감정이 쏟아져 나온다,최고예요,4
14904885,ki*****,2024-10-16 20:18:31.523245,평이 좋아서 구매했어요,힐링돼요,4
14898922,yn*****,2024-10-15 13:56:08.307903,"아이가 엄청 좋아하네요
",최고예요,4
14898313,sc********,2024-10-15 10:51:49.997525,영화보기 전에 보고싶어서 구매했어요. 잘 봤습니다.,최고예요,4
14892041,od****,2024-10-13 19:26:47.904681,내용이 짧아서 읽기 쉽네요. ,공감돼요,4
14891915,ry*****************,2024-10-13 19:00:16.310298,영화도 너무 재미있었습니다,힐링돼요,4
14890121,ja******,2024-10-13 10:13:37.727061,배송도 빠르고 좋아요 ㅎㅎ 재미나요 ,최고예요,4
14889377,zq****,2024-10-13 01:51:31.616515,잘 읽었습니다 감사합니다,최고예요,4
14888698,my****,2024-10-12 22:47:50.995995,원서보다 그림 크기가 크고 활자도 읽기 편해서 좋습니다.,최고예요,4
14883932,er*****,2024-10-11 20:48:18.593684,단권이지만 좋습니다,재밌어요,4
14881020,ma*****,2024-10-11 09:28:50.285127,영화관에서 나오자마자 바로 구매했는데 영화에서 담기지 않는 선들이 마음에 남아요,최고예요,4
14870982,dd*******,2024-10-08 10:55:02.181234,재밋어요잘읽고잇어여 ㅎㅎ,최고예요,4
14869851,zk******,2024-10-07 23:07:23.052993,감동적이고 그림도 멋지고 좋아요. 금방 읽어요,최고예요,4
14867167,wa****,2024-10-07 10:19:45.301037,영화화되어서 궁금해서 구매했어요,재밌어요,4
14861031,hw****************,2024-10-05 14:12:50.599634,오랜만에 보는 그림이 좋은 만화,힐링돼요,4
14859554,ba*********,2024-10-05 00:56:25.761958,재미있게 읽었습니다,재밌어요,4
14858313,se****,2024-10-04 20:51:28.471607,이거 뭔가 읽다가 만 느낌이...,공감돼요,3
14857582,db*******,2024-10-04 17:29:24.146974,감사합니다 마음에듭니다,최고예요,4
14856739,le*********,2024-10-04 13:51:34.641487,애니메이션 보고 나서 소장용으로 구매. 체인소 맨 다음 룩백을 그리다니 대박👍🏼,최고예요,3
14856273,ys******,2024-10-04 11:51:17.627706,룩백 재미있게 봤네요,재밌어요,4
14850633,as******,2024-10-02 17:25:57.405569,영화도 보고 만화책도보고,최고예요,4
14848398,cj******,2024-10-02 00:00:03.284022,재밌게 잘 봤습니다 ,최고예요,4
14844065,lo******,2024-09-30 23:45:52.44187,항상 읽고 있어요 감사해요,재밌어요,4
14821353,vo*******,2024-09-29 20:56:12.189921,재밌게 잘 봤습니다.ㅠㅠㅠ,재밌어요,4
14806640,se********,2024-09-29 14:26:04.881536,영화보고 바로 구매하러가서 구매했어요ㅜㅜ,최고예요,4
14793409,gu*******,2024-09-28 23:46:17.129541,유명한 책이니만큼..,고마워요,4
14784652,sh*****,2024-09-28 19:10:39.100365,기대하고 있어요. 얼른 읽어야겠어요:),힐링돼요,4
14768442,si******,2024-09-27 21:49:50.985088,아주 재미있습니다.,재밌어요,4
14725337,on*****,2024-09-25 21:17:21.741692,정말 재미있습니다 ,최고예요,4
14722911,dl********,2024-09-25 17:43:29.401175,영화 먼저 보고 너무 좋아서 샀아요...,최고예요,4
14704853,dl*********,2024-09-24 00:47:19.866341,영화를 보고 책을 구매해 보게되었는데 너무 재밌습니다.,최고예요,4
