리뷰번호,회원ID,작성일시,리뷰내용,감정키워드,평점
12925888,ba******,2024-01-15 11:56:01.533091,"기기기기기기승 하고 끝나버림...

얇은 분량에 앞쪽에 상황 설명만 쭉 풀어 내길래 마무리를 도대체 어떻게 하려나 했더니 저러고 끝. 인터넷에 보니 결말을 알고 보면 앞쪽에 숨겨진 내용이 보인다는데 이게 무슨 다회차가 요구되는 게임도 아니고 책을 결말을 알고 다시 보라니 이건 또 무슨 강요인지 모르겠다. 더구나 그 결말이 반전이 있다던가 충격적이라던가 하는 것도 아닌데..

원문으로 보면 단어에 숨겨진 내용이라던가 운문적인 어떤 느낌을 받을 수 있는지 모르겠지만 일단 내가 잃은 내용은 전혀 아무런 감동도 받을 수가 없었다. 새삼 베스트셀러라고 무작정 책을 사면 어떻게 되는지 깨닫게 되는 책이었다. 

추가) 감성태그를 선택 안하면 글 등록이 안돼서 어쩔 수 없이  '힐링돼요'를 선택했지만 전혀 힐링돼지 않습니다.",힐링돼요,1
12973171,ye*****,2024-01-21 22:05:19.312619,"재밌는 소설은 아니고,, 애매함만 남겨주는",힐링돼요,2
12647533,yj****,2023-12-03 09:46:40.399594,"견고한 구성, 탄탄한 문장, 그리고 무엇보다 존엄과 품위!",최고예요,4
12919978,so*****,2024-01-14 13:34:24.658593,왜 베스트셀러인지 잘은 모르겠지만 짧아서 금방 읽혔어요.,공감돼요,2
13030685,se********,2024-01-30 00:01:10.904013,"""이 길로 어디든 자네가 원하는데로 갈 수 있다네""
우리의 삶도 물이 흐르듯, 평탄하게 지나가길 바라며, 사소한것 같지만 켤코 사소하지않은 우리의 일상을 다시한번 되돌아보는 뜻깊은 시간이었습니다. ",최고예요,4
13592497,bl*****,2024-04-19 15:45:14.516556,수월한 침묵과 자멸적 용기가 무슨 말인지 읽고 나서 이해했어요.,재밌어요,4
12976270,gk*****,2024-01-22 13:45:39.665062,펄롱의 모든 시간과 행동은 결코 사소하지 않다.,고마워요,4
14258501,wj*****,2024-07-26 17:49:13.449764,올해 읽은 책중에 제일 좋았어요,고마워요,4
14092886,al****,2024-07-02 10:05:30.525198,클레어 키건... 나에게 최고의 작가가 되었다.,공감돼요,4
14152408,ks*******,2024-07-10 15:13:58.845657,"작가는 결코 자신의 느낌과 가치를 강요하지 않은 채 있는 그대로를 서술하기만 하려는 듯 최대한 객관적이다. 그 때문에 집중과 몰입이 가능하고 진실에 가 닿을 듯 하다. 책사랑이들은 꼭 읽고 돌아보아야 할 책이다. 또 하나의 펄링이, 또 하나의 미시즈 윌슨이 되기 위하여. 진정한 평화가 눈 가리고 못본 척 하는 게 아님을 새삼 되새기게 살짝 깨워주는 아름다운 책이다. 키건 작가에게 존경을 보낸다.",공감돼요,4
14116205,be*****,2024-07-05 06:06:45.879792,"클레어 키건의 책은 잔잔한 시같다.
짧지만 의미가 함축된",힐링돼요,4
13454229,bi********************,2024-03-30 01:25:03.6887,짧은 책이지만 깊게 와닿는 책,최고예요,4
13921431,jo******************,2024-06-07 03:00:03.878783,"클레이 키건은 어른답게 과녁을 겨누었다. 그는 난사하지 않았다. 오로지 정조준, 그리고 침묵, 비로소 무겁고 낮게 울리는 총성과 뚫려 있는 정중앙. 이 흐름으로 작가의 일을 완수했다. ",고마워요,4
13054191,tj******,2024-02-02 17:49:40.540185,기대보다 별로였어요,힐링돼요,1
12980638,Ga*******,2024-01-23 09:03:47.869895,맡겨진 소녀를 읽고나니 다른 작품이 궁금해서 구매했어요,최고예요,2
15184905,s0******,2024-12-30 14:36:10.712215,한 번 다시 읽어야 할까?부조리한 현실을 보아 넘기지 않고 실천하는 삶의 자세.타협하지 않는 뜨거운 가슴을 가져야 한다는 명제를 조용히 드러낸다.,고마워요,3
15081865,jh***,2024-12-02 20:26:15.240855,"매우 아름다운 이아기입니다
번역도 잘되었고요
사람이 어떻게 살아야하는지 깊은 울림을 줍니다",공감돼요,4
14056956,mi******,2024-06-28 11:07:40.158876,맡겨진 소녀 읽고 너무 좋아서 무조건 산 책. 너무 좋다. 왜 유명한지 알겠는 책,힐링돼요,4
12977344,mj****,2024-01-22 16:48:45.796916,"클레어 키건 작가님  책 내용이 궁금해서  구매했는데
와 막 재미있다는 아니지만  잔잔하게 읽기  괜찮아요

 ",재밌어요,3
12914439,si********,2024-01-13 15:06:26.072674,겨울에 읽기 좋은 책이에요. 추운 몸이 따뜻한 마음으로 힐링 됐어요. ,힐링돼요,4
15453774,va********,2025-03-02 16:10:08.576758,"맡겨진 아이랑 이 책이랑 두 권 읽었어요. 친구 생일 선물로 이 책을 구매했어요 실화를 바탕으로 했다는 말에 역사적 사건도 찾아보게 되고, 내가 주인공입장이 되어보기도 하고 여운이 남는 작품입니다",재밌어요,4
15204362,ve****,2025-01-03 22:39:57.688752,친구에게 선물한 책입니다 가볍게 읽기 좋다고하네요,힐링돼요,4
15199814,km********,2025-01-02 20:52:01.305562,"짧고 건조하지만 오히려 그래서 몰입이 되는 책.
소설과 동시에 시가 되는 무한한 매력을 가졌다.",재밌어요,4
15196758,ro*****,2025-01-02 08:17:26.1701,영화를 먼저보고  책을  구매했어요,고마워요,4
15188044,at*******,2024-12-31 09:13:52.514324,짧고 굵게 아주 조용히  강렬하게,힐링돼요,4
15176324,se*******,2024-12-28 11:37:48.20144,지금 우리 시대에 꼭 읽어봐야 하는 책인 것 같아요.,힐링돼요,4
15175072,pe********,2024-12-28 00:19:37.239065,잘 읽히고 좋은 내용입니다,힐링돼요,4
15144951,sm*******,2024-12-20 11:47:20.870975,"나는 이 책이 이토록 유명할 일인가 싶다.
제목처럼 많이 사소하다. 특별함 없이 그냥 소소한 재미 정도이다. 인기만큼 엄청나게 재미있지는 않다. ",고마워요,2
15104641,pr*****,2024-12-09 13:47:30.797552,나를 지키는 사소한 것들이 또 무엇이 있을까요 ,최고예요,4
14223320,es********,2024-07-21 11:28:20.395148,사소하지만 사소하지않은것들을 생각하게하는 시같은 소설,공감돼요,4
14132485,fo******,2024-07-07 13:20:04.287196,감명깊게 읽었어요!,최고예요,4
14077718,ie*****,2024-06-30 17:34:03.334736,간결한 필체에서 주는 울림이 큰책,공감돼요,4
14069413,ji******,2024-06-30 00:03:47.229485,추천합니다. 정독했어요,최고예요,4
14039466,bl********,2024-06-25 13:58:14.106273,책이 수월하게 잘 넘어가는 편인데 읽으면서 나도 주인공이 되어 세상을 사랑스럽게 바라볼 수 있어서 일 것 같다. 작가가 존경스랍다. 번역도 좋았던 것 같다. 하드보드된 표지 사진이 너무 어두운 것 같아 조금 아쉽다. ,최고예요,3
14021785,kh******,2024-06-22 16:20:02.017142,힐링되는 시간이었습니다 ,최고예요,4
