리뷰번호,회원ID,작성일시,리뷰내용,감정키워드,평점
4505981,se******,2019-05-15 15:23:33.7,완벽주의자들이 읽으면 좋을 책,추천해요,4
4505776,rl********,2019-11-12 12:33:35.746,습관에 매번 지는 저에게 구체적인 방법을 제시해주는 아주 유용한 책입니다. 이번엔 이길 것 같습니다.,추천해요,4
4506178,dd*****,2019-08-13 16:05:27.43,"책 내용이 넘 좋아서 리뷰를 안 남길 수가 없네요~ 
인생에 많은 도움이 될거라 믿어요",집중돼요,4
4505946,yo****,2019-06-13 09:13:47.983,"아무리 알아도 행함이 없으면 무의미하다.
쉽고 작은것부터 지키면서 좋은 습관을 가져야겠다.",도움돼요,4
13576087,eu*****************,2024-04-17 11:23:05.879684,뻔한 얘기만 하지 않을까 의심했습니다. 어느정도 읽다가 너무 흥미로워서 앉은 자리에서 끝까지 읽었습니다. 전혀 뻔하지 않고 모두에게 추천할 수 있는 내용입니다.,최고예요,4
4505854,me****,2020-06-23 19:40:29.99,습관을 통해서 우리가 원하는 삶을 만들어 갈 수도 있고 위기에 놓일 수도 있다는 것을 생생하게 느끼게 해줍니다. 저는 작은 부정적이니 습관을 아무렇지 않게 하고 있었는데 그것들이 나의 사고 방식과 행동패턴에 많은 영향을 줄 수 있다는 것을 깨닫고 그 습관들을 불편하게 하고 멀리하도록 만들었습니다.  내가 하루의 시간동안 어떤 습관을 통해 내 감정과 행동을 관리하고 있는지 살펴보게 했습니다. 의미있는 책입니다.,추천해요,4
4506076,yo****,2019-03-03 08:15:58.813,잘읽을게요,도움돼요,4
14968436,hc******,2024-11-01 01:51:28.093368,좋은 습관을 가지고싶어 구매했습니다.,도움돼요,4
14188224,rk******,2024-07-16 07:51:58.177257,덕분에 좋은 습관을 길렀습니다,도움돼요,4
14169647,tj******,2024-07-13 15:28:02.768296,그저 반복해보자. 몸에 새겨질 때까지. 차이를 만들어 내는 것이 횟수라면 느려도 우리의 뇌를 믿고 횟수를 많이 해서 실행에 옮기도록 하자. 하루 1%의 습관만 변하더라도 아주 높은 복리의 변화를 느낄 수 있다. 30년 뒤에 좋은 습관들이 있으면 내가 원하는 것을 이룰 수 있지 않을까?,최고예요,4
14156490,oi********,2024-07-11 05:58:27.805886,자기개발에 도움이 됩니다,도움돼요,4
14125593,ve*******,2024-07-06 11:22:38.68076,"습관을 위한 환경조성과 일상의 작은 
움직임에 생각을 전환 시켜주는 책이었습니다!",도움돼요,4
13660474,yo*****,2024-04-30 10:19:59.183055,습관에 관한 아주 도움되는 책❤️,도움돼요,4
13629119,fa******,2024-04-24 19:21:52.905926,"한 번 더 읽고 싶어지는 책! 
",도움돼요,4
13442790,re*****,2024-03-28 08:01:04.603756,습관을 만드는 방법에 대해 쉬우면서 체계적으로 정리한 책이라 생각합니다. 짧게 요약한 내용을 바탕으로 새로운 습관을 만들어서 실천하고 있습니다. 결국 의지가 없으면 소용이 없겠죠. 다만 어떻게 습관을 만들지 몰라서 시작도 못하는 분들이 많을 것입니다. 그 부분에서는 아주 탁월한 방법론을 제시하는 좋은 책입니다.,도움돼요,4
10419946,4x***,2022-12-29 02:07:20.544173,"빠른배송. 잘 보겠습니다
",도움돼요,4
4505824,a9*****,2019-06-19 16:10:37.54,아주추천해요,도움돼요,4
4505867,ba******,2019-03-10 18:44:58.633,실천해보구싶어지는 책,집중돼요,4
15612133,le****,2025-04-04 01:26:00.274226,예전에 도서관에서 봤던 책인데 구매했어요 가끔 생각날때가 있어서 소장할려구요,집중돼요,4
15582617,le*******,2025-03-28 20:45:33.370305,"요즘 멘탈이 흔들흔들. 
배송이 빨라서 얼른 받아 읽었습니다.
도움이 됩니다. ",도움돼요,4
15581715,ru***,2025-03-28 16:34:36.49605,최근에 정말 읽기 잘했다라고 생각하게 만든 책입니다. ,도움돼요,4
15570843,de****,2025-03-25 23:44:58.69401,어렵게만 생각했던 습관화를 쉽게 풀었어요,집중돼요,4
