리뷰번호,회원ID,작성일시,리뷰내용,감정키워드,평점
1026113,db********,2021-10-16 03:22:46.29,"우선 너무 좋아하는 책이고 작가가 직접 그린 커버가 너무 이뻐서, 집에 3권 있는데도 다시 새로 샀습니다. 앞표지, 앞커버 넘기자마자 나오는 간결한 작가소개 다 좋은데, 책 제일 뒷편 커버에 저렇게  문장 엄청 크게 박아둔 담당자 누굽니까.. 후우.... 이 책이 갖던 그 감성이.. 무뚝뚝하고 꾹꾹 눌러 담아서 더 짠하던 그 감성이  다 깨졌잖아요..ㅠㅠ 힝 속상하다..",고마워요,4
1025944,tu*******,2021-02-14 00:49:46.46,"책은 잘 읽히는데, 
작가가 이 책을 통해 무엇을 얘기하려하는지 난 잘 모르겠다.ㅠ",최고예요,1
1026054,gi*****,2019-11-20 07:32:51.26,언제나 어디서나 늘 곁에두고 읽고싶습니다,고마워요,4
14125656,ss*****,2024-07-06 11:41:42.165872,"0. 참을 수 없는 지름신의 즐거움: 어느 방송에서 소개된 명작이 하드 커버에 원서 표지를 재현해서 나왔다니 안 살 수 없었다.
1. 참을 수 없는 바람둥이의 고독함
2. 참을 수 없는 가스라이팅의 비참함
3. 참을 수 없는 배신의 짜릿함
4. 참을 수 없는 나체의 아름다움
5. 참을 수 없는 스파이의 추궁
6. 참을 수 없는 똥의 경건함

프라하의 봄이 뭔지 몰라서 솔직히 이해하기는 힘들다. 세상 모든 대비되는 것들은 사실 별 차이가 없다? 가벼우면서도 무겁다? 그런 내용을 전달하고 싶은 것 같은데 잘 모르겠다.",최고예요,2
14206930,bw********,2024-07-19 05:56:12.556942,내 인생 최초로 찢어발긴 책!,고마워요,1
12545852,ks*******,2023-11-15 14:11:26.609056,표지만보고 덜컥 샀습니다. 장르조차 보지않았죠. 읽어보니 충분한 소장가치가 있다고 생각합니다.,재밌어요,4
1026088,sa****,2019-08-27 10:22:17.3,프랑스문학을 이해하는데 도움이 된다,고마워요,4
12958795,ch*******,2024-01-19 16:34:06.99894,솔직히?? 무슨 말인지?? 이 책을 보고 뭘 느껴야하는지 모르겠네요... 바람둥이가 무슨 변명이 이렇게도 많은지,재밌어요,2
1026019,kj********,2019-11-22 21:00:40.9,좋아요,고마워요,4
14873593,al*****,2024-10-09 00:41:41.459003,"인간의 시간은 원형으로 돌지 않고 직선으로 나아간다. 행복은 반복의 욕구이기에, 인간이 행복할 수 없는 것도 이런 이유 때문이다.",최고예요,4
11356805,ch*******,2023-04-16 14:02:20.912346,술술 읽히는 것은 아닌데 재밌습니다,재밌어요,3
10669059,il******,2023-01-31 16:22:15.793222,아직 초반이지만 제미있게 읽구있습돠,재밌어요,3
