리뷰번호,회원ID,작성일시,리뷰내용,감정키워드,평점
12481614,at******,2023-11-04 00:48:25.258852,"귀 얇고 생각 짧은 저에겐 정말 흥미진진한 이야기였어요.
여기서 놀라! 하면 으악! 여기서 웃어! 하면 하하하! 여기서 울어! 하면 ㅠㅠㅠ 하는 사람이라,
반전을 알고 나서 ㄴㅇㄱ 해버렸답니다@@",재밌어요,4
1579018,ja*******,2021-09-04 14:50:21.46,글쎄요... 책장은 잘 넘어가지만 좀 억지스런 부분이 있는것도 같고 살인자? 사체유기자의 심정을 겪어보지 않아서 모르지만 좀 일반적이지 않은 심리를 이해하기도 어렵게 묘사한것같은? 돈이 좀 아까운 책...ㅜㅜ,,1
12024866,pn********,2023-08-10 22:39:17.650466,작가의 필력과 나의 편견이 완성한 소설,재밌어요,4
11927285,fe*****,2023-07-23 14:07:59.741665,추천 받아 샀는데 너무 실망스러웠어요... 제일 크다는 반전은 스토리에 별 영향 없는 것이었고 다른 하나는 읽으면서 이미 예상이 갔어서... 개인적으로 성인과 미성년자 관계 묘사하는 초반부 읽기가 너무 힘들었는데 불쾌감을 참으면서까지 읽을 만한 반전은 전혀 아니었습니다. 재밌는 미스터리라길래 기대했는데 장르적 쾌감은 느끼지 못했어요 아쉽습니다...,재밌어요,1
1579066,sm*******,2022-09-01 22:46:03.18,"도 파 민
도
도파민",고마워요,4
12497170,va****,2023-11-06 14:23:59.235675,"섬세한 필력으로 반전까지 이끌어내는 작가의 의도대로 단숨에 읽어버리고,한동안 멍했던 느낌..작가의 독자들에게 요구하는 단순재미는  물론, 인간의 자아와 욕망 성찰까지 분명 탐독할수 있는 대단한 작품인듯하다~",최고예요,4
12927268,kj*****,2024-01-15 15:22:12.313981,"와..;; 펼치자마자 순식간에 읽었던 책이였어요!!
정해연 작가님의 반전 스토리(?)가 좋아서 구매했는데 
역시👍 대단하신 것 같아요.. 반전의 반전의 반전인 마지막 내용 읽고 나서 진짜 충격이 아직도..후덜덜..;; 합니다..ㅋㅋ 
다 읽고 수상하게 웃다가 거울속의 제 모습보고 깜짝..ㅋ
꼭 읽어 보세요!!😆😆
",최고예요,4
10773971,tp*******,2023-02-11 01:26:05.465432,꼬리를 무는 범인이 서서히 윤곽이 드러나면서 예상되는 결말로 이를때 쯤 한 방 먹이는 반전이 있었다,재밌어요,4
14580521,cy***,2024-09-07 21:53:04.388019,반전이라고 하기에는 좀 실망스러운데..오히려 결론이 좀 힘빠지는 느낌이에요.. 스토리 전개는 빠르게 진행되어서 좋아요,재밌어요,2
14050841,bo******,2024-06-27 11:38:07.44908,등장인물이 소개되었다면 구매 안했을 책입니다. 시작부터 거북하고 반전이... 좀... 고려하지 않고있던 부분에서 툭 튀어나오니 이런것도 반전이라고해야하나? 싶네요. 결말이 궁금해서 끝까지 읽긴 했습니다. 그다지 추리할것도 없이 술술 읽히는 책익이긴합니다.  ,재밌어요,2
12462430,se*****,2023-11-01 09:19:12.65872,강추! 정말 재밌어요,재밌어요,4
11735746,db********,2023-06-22 10:28:30.808882,재밌어요 잘읽혀요 좋아요,최고예요,3
