리뷰번호,회원ID,작성일시,리뷰내용,감정키워드,평점
11716117,ch********,2023-06-19 14:27:01.094897,배우자는 레버리지 하지 마세요. 더 크게 당합니다.,도움돼요,4
13385640,an***************,2024-03-19 20:32:12.69992,2번이나 읽었는데 내용이 없다. 공허한 책이다.,쉬웠어요,1
13529270,ev****,2024-04-10 11:24:30.230045,추천이 많아 기대하고 봤지만 알만한 내용이어서 생각보다 평이했고 기억에 남을만한 내용이 별로없음.,도움돼요,3
13333131,ae****,2024-03-12 19:58:51.409178,"더 큰 돈을 벌기 위해 사람을 써라
아직 쉽지 않네요  ㅋㅋ",도움돼요,4
13272194,sc******,2024-03-04 23:19:19.598606,가치가 낮은 일에 시간을 낭비 하지말고 아웃소싱하라!,추천해요,4
12746593,wl*******,2023-12-19 21:06:38.389457,"이젠 너무 유명하지요..
옛날부터 장바구니에 담겨 있던책이 였는데
결국엔 샀네요 절판 될까봐 샀어요
좋은 내용이 많습니다",추천해요,4
15565413,he******,2025-03-24 15:46:53.698587,쉽게 쉽게 읽히네요,집중돼요,4
15518288,kw****,2025-03-14 12:09:37.219841,당신의 가치는 오직 당신의 것이다.,추천해요,4
15497270,na****,2025-03-10 10:13:41.427579,큰 목표로 나아가고 싶으면 읽어야하는 책,도움돼요,4
15479274,yg******,2025-03-07 05:54:43.109433,레버리지 감사히 잘 읽겠습니다,도움돼요,4
15458589,do*********,2025-03-03 15:55:03.098673,좋은 책입니다! 공부하기 좋아요!,집중돼요,4
15434120,hj*****,2025-02-26 13:35:27.742236,투자 공부용으로 구매합니다.,도움돼요,4
15404965,rg********,2025-02-20 07:05:25.645798,"좋네요 잘 읽히고
내용도 어렵지 않고 많은 도움이 됐습니다",도움돼요,4
15326266,DA********,2025-02-03 05:31:45.903849,추천받아서 읽어봤는데 잘읽히고 좋아요,집중돼요,4
15302925,cb******************,2025-01-28 13:38:08.639508,자기계발용으로 만족합니다!,집중돼요,4
15279446,ur***,2025-01-21 16:45:24.061,많은 도움이 됩니다  추천드립니다. ,최고예요,4
