리뷰번호,회원ID,작성일시,리뷰내용,감정키워드,평점
13468539,pz****,2024-04-01 08:48:16.265274,"양장본은 그렇다치고, 페이지 좌우 여백도 너무 크고 쓸때없이 장수 늘리려 노력한 흔적이 보여 아쉽습니다. 한 페이지에 20여줄 밖에 안되는데 두껍기만 하고 텍스트 밀도가 낮아 글씨가 날아다니는 느낌..  내용 또한 회독이 필요한 깊이는 없고 대중서 딱 거기까지라 음 여러모로 책값이 매우매우 아깝네요. ",쉬웠어요,1
13481722,ss********,2024-04-03 00:53:42.662131,"책값을 못하네요..ㅜㅜ 추천사 넘 화려하고..
잘 읽히기는 하지만  인용된 부분이 많아 인터넷 검색해서 읽는 느낌이었네요..",쉬웠어요,2
13450699,hu*******,2024-03-29 17:22:19.147883,전작보다 내용은 적은데 훨씬 두껍고 비쌉니다. 책에 여백이 너무많아요. 화가날정도에요,쉬웠어요,1
13238057,js*****,2024-02-29 23:54:32.302572,표지 아랫부분은 띠지로 따로 인쇄된 줄 알았건만.. 누구 누구가 추천했다는 문구를 굳이 넣었어야 했을까요. 모건 하우절 책 정도면 굳이 저런 추천인 멘트 없어도 잘 팔렸을텐데ㅠㅠ,최고예요,4
13423600,qk********,2024-03-25 05:15:36.517011,가독성은 나쁘지 않은데 깊이가..,쉬웠어요,1
13424615,wh*******,2024-03-25 11:40:02.950003,술술 읽히지만 통찰력을 주기엔 많이 부족하네요,쉬웠어요,1
13381755,wh*******,2024-03-19 00:59:25.221313,내용이 너무 쉽네요. 술술 읽히네요,쉬웠어요,1
13283553,ss******,2024-03-06 10:50:57.985012,책을 받고 조금만 읽다 잘까..하다가 결국 다 읽어버렸습니다. 하..진짜 모건 하우절은 최고네요. 두고두고 필요할 때 꺼내서 읽고 싶어요. ,최고예요,4
13306756,ch*******,2024-03-09 09:05:51.934581,변하지 않는 것들이 있다.,도움돼요,2
13255607,hi*****,2024-03-03 17:34:09.17251,만일 당신이 시간여행을 해서 태어나기 전의 세상으로 간다면 그 어떤 행동도 섣불리 하지 못할 것이다. 아주 사소한 행동 하나도 미래에 어마어마 한 영향을 미칠 수 있음을 알기 때문이다.,최고예요,4
13298507,kt***************,2024-03-08 13:46:45.813152,"트웨인은 말했다. “뛰어난 문학 작품이 와인이라면 내 작품은 물이다. 물은 모든 사람이 마신다.”

Que sais-je?
어떠한 사실을 아는 것과 그냥 아는것은 다릅니다. 

이 책은 그에 해답을 알려줍니다.
모든사람이 마시는 물 처럼..",추천해요,4
13289630,sp*******,2024-03-07 00:46:37.975595,"절대 변하지 않는 것들에 대한 23가지 이야기가 궁금해 구입해는데 기대가 됩니다.
통찰력을 배울 수 있을 것임.",도움돼요,4
13283064,si*****,2024-03-06 09:00:17.927416,세상사와 투자에 대한 깊은 통찰,도움돼요,4
13241864,sa********,2024-03-01 17:06:23.951208,"돈의 심리학을 읽은 뒤 모건하우젤 팬이 됐어요
이번책은 나에게 또 어떠한것들을 일깨워줄지 기대됩니다",도움돼요,4
13280413,ss****,2024-03-05 22:42:55.236048,바뀌지 않으면서 우리가 주시할 수있는 규칙에는 어떠한 것들이 있을까요. 곰곰이 생각해 볼 수있는 책.,도움돼요,4
13290084,yo*******,2024-03-07 05:52:13.301271,돈의 심리학을 읽고 너무 좋아서 작가의 팬이 되었습니다 이번에 나온 신간도 역시 좋네요,집중돼요,4
13272935,zz******,2024-03-05 00:17:55.491258,변하지 않는것에 집중한다는게 참으로 기발하고 번뜩이게 하네요,추천해요,4
13275723,zi****************,2024-03-05 13:02:40.018131,모건하우절 도서는 날 즐겁게 읽을수 있게 씀,최고예요,4
13275277,mo********,2024-03-05 11:27:47.593838,모건하우젤이 쓴 돈의 심리학 이후 다시 한번 불변의 법칙을 하루만에 읽었다. 특히 경제학 분야 예시가 인상적이었다.,집중돼요,4
13291883,ha*****,2024-03-07 12:38:41.870509,"전작을 완독해서 이번책도 믿고 봅니다
뭔가 제가 살면서 놓치는 걸 잡아주는 묘한 책입니다",도움돼요,3
13548582,wh******,2024-04-13 14:19:34.966908,겉만 번지르르한 돈 아까운 최악의 책. 저자가 마감기한에 쪼들려 대충 끄적인 메모를 여기저기 덧붙혀놓은 듯.,쉬웠어요,1
