리뷰번호,회원ID,작성일시,리뷰내용,감정키워드,평점
1065477,ro******,2019-02-19 11:51:34.96,시간이 아깝지는 않다. 내 취향을 더 명확하게 알았다. 이런 책을 기분 나쁘게 느끼는 내 '문학적 무지'에 다행스러움을 느꼈다.  하지만 혹시 읽어보지 않았다면 한번쯤은 읽어 보기를 추천한다. 읽어보고 좋아하지 않는 것과 읽어보지 않고 좋아하지 않는 것은 큰 차이가 있다. 왜 좋아하지 않는지를 한 번쯤은 자문해 보는것이 중요하다.,공감돼요,3
1065667,ch*******,2019-09-05 02:51:12.796,제대로 살고 싶었던 서투른 인간의 고백.,고마워요,4
10031775,se*****,2022-10-16 15:54:16.487795,중학생 아이가 읽고싶대서 주문..뭐라도 읽어라,최고예요,4
1065488,pd****,2016-12-20 00:02:14.2,인간을 증오하면서도 결국은 인간을 연민하게 되는. 양가적인 감정을 느끼게 하는 책.,공감돼요,4
1065977,so****,2018-02-17 20:24:18.153,요조가 될것인가 홀필드가 될것인가 선택하라,공감돼요,4
15102788,ji*****************,2024-12-08 21:44:59.439066,다자이 오사무는 인간 실격이라 했지만 나 오늘 귀여웠으므로 인간 합격..☆,재밌어요,4
11849149,le*****,2023-07-11 06:52:47.778272,돈 떨어지는 날이 인연 끊어 지는 날,공감돼요,4
1065675,bb********,2022-09-27 01:17:03.663,읽는내내 기분이 좋진않았어요..,,3
1065904,kh****,2020-06-26 13:07:25.106,구매 추천합니다.,최고예요,4
1065643,gu******,2020-08-17 14:06:45.62,추천합니다,최고예요,4
1065739,jd***,2020-07-12 22:21:32.103,마음에 들어요,최고예요,4
14839686,dr****,2024-09-30 07:09:02.375615,나도 부끄럼 많은 생애를 살고 있는 것은 아닌가?,공감돼요,4
1066040,ba*******,2022-08-01 10:25:48.213,인간인적하는 뭔지모를 우리들..,최고예요,4
1065587,js****,2020-08-14 15:23:29.956,참 좋아요,최고예요,4
1065858,cl******,2019-10-07 14:38:38.773,복잡한 감정이 들었던 작품,재밌어요,3
1065502,cy***,2018-03-10 18:23:52.21,상실에 대한 깊은 고민,고마워요,4
1065785,kd*****,2017-06-19 14:35:42.566,인간군상중 하나에 대한 생각이 흥미롭다,고마워요,4
14119233,bi*******,2024-07-05 13:42:05.789937,"그냥 인간의 추잡 나약함을 잘표현함.
마지막 직소는 감탄을",최고예요,4
15148107,sh*******,2024-12-21 08:36:25.751898,인간은 얼마나 나약한지 어디까지 나약할 있는지. ,공감돼요,4
15127641,zi******,2024-12-15 19:07:44.411167,문학은 과거가 아니다. 현재까지 소구력 있게 다가온다.,공감돼요,4
14929651,wl****,2024-10-22 23:18:21.314081,불안정한 인간에 대한 이야기가 오히려 내 삶을 안정화시켰다.,공감돼요,4
10274758,so******,2022-12-06 15:23:25.335711,그시절을 살았던 젊은이로서의 고뇌가 솔직하게 담겼다,공감돼요,4
1065780,eo*******,2018-09-20 19:30:10.27,재미있어요,최고예요,4
15609987,rt********,2025-04-03 18:37:04.693595,값이 싸요. 근데 유명해요. 근데 요즘 힘든 일이 많아요. 근데 사람들은 힘든 일을 잊으려고 책 세계에 빠지려고 책을 읽는데요. 저도 그래보려고요.,최고예요,4
15598514,dn*******,2025-04-01 13:15:47.650534,명작이라하길래 궁금해서 구매 ,공감돼요,4
15598268,do******,2025-04-01 11:29:47.40614,후기가 많이 갈려서 걱정했는데 재밌게 읽었습니다,재밌어요,4
15575688,tj*******************,2025-03-27 08:36:48.716934,아직 책은 안읽어 봤는데 책이 꽤 길쭉해요.책은 만족해요,최고예요,4
15572938,jo*****,2025-03-26 14:19:12.581173,"꼭읽어보고 싶었는데 너무 좋았습니다
모르는 단어들도 종종 나와서
찾아보며 읽는재미도 있어요
내용들에 감정이입되며 읽었는데
왜 이 작가를 좋아하는지 알것 같았어요",최고예요,4
15568803,zn***,2025-03-25 14:08:40.65526,제목 그대로 인간 실격이신듯 ,재밌어요,1
15568648,sb******,2025-03-25 13:16:08.78817,그다지 좋은 책은 아니다..,공감돼요,1
15565524,re********,2025-03-24 16:26:42.601428,가벼워서 읽기 좋아요,재밌어요,4
15561106,ph*****,2025-03-23 17:11:18.324705,공감이 아주 많이 됨,공감돼요,4
15553608,is*****,2025-03-21 23:25:17.354675,다양한 내용이 많아서 상당히 좋은 것 같습니다.,공감돼요,4
15539698,s2*****************,2025-03-18 22:45:07.702833,잘 읽어보도록할게요!,고마워요,4
15513743,ki******,2025-03-13 13:42:28.652457,흥미롭고 재밌었어요.,최고예요,4
15497689,ji********,2025-03-10 11:38:18.004928,요새 고전읽기가 즐거워지네요,고마워요,3
15474017,cn******,2025-03-06 09:02:28.78394,아이가 읽어보고 싶다고 해서 주문했어요,재밌어요,4
15465097,su*******************,2025-03-04 19:03:57.696678,"인간실격
이제 더이상 인간이 아니었습니다",공감돼요,4
15460760,de****,2025-03-03 23:11:28.428839,재밌게 읽고 있어요,재밌어요,4
15445009,ph*****,2025-02-28 21:09:27.085218,"사람들은 이해가 되지않는다 잘 모르겠다는 식의 반응이 많은데 나는 이 책을 읽으면서 깨닫고 공감가는 부분이 믾았음
그래서 민음사가 출판한 인간실격도 읽고싶어 구매함",공감돼요,4
15432892,jj****,2025-02-26 09:07:29.214149,타인의 시선에 갇힌 사람의 말로,고마워요,4
15426877,hy********,2025-02-24 20:19:43.268754,꼭 한번 쯤은 읽어봐야 하는 책입니다.,재밌어요,4
15400363,su******,2025-02-19 11:28:53.216858,재밌고 유익합니다. 추천합니다.,고마워요,4
15380982,mi*******,2025-02-15 11:00:14.054283,"예민한 특질의 작가가 자신을 향한 이야기를 썼다고 하지만 결국에는 보편적인 ""인간""에 대한 진지한 탐구가 담긴 작품인 것 같다. ",고마워요,4
15373672,co********,2025-02-13 15:38:22.813568,일본소설은 그들만의 느낌이 있어서 참 좋아요 ,고마워요,4
15358166,so*******************,2025-02-10 01:10:13.475746,유명한 책은 유명한 책인 이유가 있습니다 재밌어요,최고예요,4
15350310,ha*******,2025-02-08 11:47:36.508945,인간이기를 단념하지 않겠다.,힐링돼요,4
15343512,da*******,2025-02-06 21:16:59.732062,항상 주변사람들이 말하는거 들었는데 드디어 사봤네요! ,재밌어요,3
15312760,05***,2025-01-31 11:41:41.969303,"늘 읽고 싶었던 책 이였는데
기대한 만큼이나 많은 생각이 들게 하는 책 이었습니다.",고마워요,4
15299794,js***,2025-01-27 13:01:25.021549,어려운 책입니다 손이가지 않네요 그래도 노력해봐야줘,재밌어요,2
15288122,wk*****,2025-01-23 21:56:43.190582,나중에 한 번 더 읽어보고 싶어요.,재밌어요,4
15225736,gu****************,2025-01-08 15:56:20.25567,다자이 오사무 인간실격 꼭 읽기 추천 합니다,재밌어요,4
15225732,gu****************,2025-01-08 15:55:38.446905,"왜 세계문학 전집 인지 알수 있네요
재밌어요",재밌어요,4
15220965,wl******,2025-01-07 15:01:10.459066,친구가 읽어서 읽고싶어져서 구매했어요 아직 다 안읽었는데 잘 읽혀져요,고마워요,4
15208644,yu******,2025-01-04 19:10:21.732615,좋아요 좋아요   ,최고예요,4
15203418,yu******,2025-01-03 18:23:13.998561,"최고예요 좋아요  
",최고예요,4
15203068,yu******,2025-01-03 16:37:12.811862,최고예요  좋아요  ,최고예요,4
15199972,kx***,2025-01-02 21:32:05.495367,사실 사람들이 막 너무 열광하길래 샀던 책인데 그냥 그저 그래요 제 취향은 아닌 듯합니다,고마워요,3
15178842,zi******,2024-12-28 22:21:37.365774,시간이 지나도 봐야 하는 고전의 매력.,최고예요,4
15173386,ha*******,2024-12-27 18:13:03.064678,"책 제목 들으면 누구나 알법한 책인데 이제야 읽어봤네요.
참 묘한 작품이에요. 책장에 두고 시간이 지나고나서 다시 꺼내어 읽어보고싶어요.",재밌어요,4
15164215,el*******,2024-12-25 10:49:48.644333,인간실격 재미있어요,재밌어요,4
15116907,so********,2024-12-12 18:07:25.781091,밤에 읽기 좋은 책이에요!,최고예요,4
15114844,ka********,2024-12-12 04:08:02.309098,재밌게 잘 읽었습니다.,최고예요,4
15113295,se*********,2024-12-11 18:31:45.197079,호불호가 좀 갈리던데 전 재밌게 읽었습니다 ,재밌어요,4
15087065,sh*******,2024-12-04 10:03:29.282451,피할 수 없는 인간의 속성을 들여다 보게 된다,공감돼요,4
15085656,si******,2024-12-03 20:56:48.869271,작가의 삶이 반영된 듯하여 여운이 남습니다,재밌어요,4
15078563,ko*******,2024-12-01 21:19:19.307058,"좋아하는 작가인 다자이 오사무의 인간실격을 정독했습니다
읽고 나서 인간다움과 함께 살아가는 것에 대한 철학적이지만 한번은 꼭 스스로에게 물어야 할 질문을 던지게 되는 곧전 인간실격!

요조의 삶과 그를 둘러싼 인간 군상들 속에서 순수와 삐뚤어짐 그리고 사람으로서 인간다움을 누리기 위해 필요충분 조건에 대해 깊이 생각하게 된 책이었습니다
",힐링돼요,4
15070114,gh*****,2024-11-29 15:00:03.400756,재밌을 것 같아요.,고마워요,4
15050268,dm*****,2024-11-23 12:38:57.392409,재밌게 잘 읽었습니다.,재밌어요,4
