리뷰번호,회원ID,작성일시,리뷰내용,감정키워드,평점
13646099,jo******,2024-04-27 20:28:14.051294,"북아일랜드 분쟁이 있던 역사적 배경 속에서 아일랜드 남부의 웩스퍼드 지역을 중심으로 전개되는 소설이다. 그렇다고 ""라이언 일병 구하기"" 같은 전쟁물도 아니다. 그리 부유하지는 않지만 자녀들이 많은 집안에서 특출나게 관심받지 못했던 한 소녀의 이야기다. 소녀의 아버지는 먹고살기가 빠듯해서 다른 가정에 아이를 잠시 맡긴다. 그래서 제목이 ""맡겨진 소녀""이다. 

​

특별한 일이 일어나거나 스릴러처럼 박진감 넘치는 전개는 없다. 한편의 드라마에 가까운 소설이다. 하지만 중간중간에 머리를 띵하게 하는 반전이 이어진다. 책장을 넘길수록 뒷이야기가 궁금해서 못 견디기보다는 소녀를 측은한 마음으로 바라보고 응원하게 된다. 그러한 마음이 과거를 돌이켜보며 자신을 향하기도 한다. 사랑받지 못했던 순간들, 사랑받으려고 노력했던 순간들, 막연한 외로움과 그리움을 조용히 곱씹어 보게 된다. 그리고 이 감정들은 소설의 마지막 문장에서 최고조를 찍으며 애매모호함으로 포장된다. 

이제 나는 평소의 나로 있을 수도 없고 또 다른 나로 변할 수도 없는 곤란한 처지다. - p.17

아빠가 떠난 맛, 아빠가 온 적도 없는 맛, 아빠가 가고 아무것도 남지 않은 맛이다. - p.30

위의 인용구들은 소녀가 맡겨졌을 때의 마음을 묘사하는 문장들이다. 작가는 이렇게 담담하게 책 전반에 걸쳐서 등장인물들의 감정들을 써 내려간다. 클레어 키건은 높은 압력으로 많은 감정들을 짧은 문장들에 압축했다. 그래서 그런지 이 작가가 쓴 책들은 모두 얇다. 높은 압력으로 맛있는 쌀밥을 짓는 압력밥솥처럼 압축된 문장으로 감정을 맛깔나게 표현하는 매력이 있는 작가다. 오래 씹을수록 단맛이 배어 나오는 쌀밥처럼 소설에 나오는 문장들은 오래 곱씹어 볼수록 그 의미와 감정들을 더 재밌게 맛볼 수 있다. 

​

소녀는 오히려 맡겨지면서 자신이 그동안 얼마나 사랑받지 못하고 관심받지 못했는지를 깨닫는다. 평소와는 다른 보살핌을 받으면서 철이 더 들기도 하지만 부부의 따뜻한 보살핌을 통해 소녀는 오히려 더 어려지고 아이다워지는 것처럼 보이기도 한다. 

입 다물기 딱 좋은 기회를 놓쳐서 많은 것을 읽는 사람이 너무 많아. - p.73

이야기 속에서 삶의 교훈도 빠지지 않고 등장한다. 아무리 자신의 얘기라도 타인이 불편할 수 있다. 하물며 타인의 얘기를 아무렇지 않게 생각나는 대로 내뱉는 무지한 사람들에게 일침을 가하기 좋은 표현이다. 하지만 그런 안하무인 같은 사람들과 마주했을 때는 보통 입 다물기 딱 좋은 순간일 경우가 많다. 자연스럽게 거리를 두면 그만이다. 소설 속에서도 쓸데없는 말을 했던 인물은 다시 등장하지 않는다. 

​

소녀는 시골의 농사짓는 가정에 맡겨진다. 소설 내내 등장하는 묘사들은 농촌에 익숙하지 않은 사람들이라면 상상하기 어려울 수 있다. 특히나 아일랜드의 농촌이라면 더더욱 쉽지 않을 것이다. 하지만 생소한 단어들을 하나씩 찾아보면 그 배경이 금방 머릿속에 그려진다. 

아래 블로그에 단어장을 올려두었으니 참고하실 분들은 아래 링크를 참고하세요~!
(https://blog.naver.com/slowfriends/223424282061)
​
아일랜드의 농촌 마을 속에서 사랑과 따뜻함, 그리고 교훈을 가벼운 마음으로 여유 있게 음미하고 싶다면 이 책을 추천한다. ",힐링돼요,4
14852565,ju*******,2024-10-03 09:31:10.20943,간결하고 훌륭하다 ,고마워요,4
14575573,sh*******,2024-09-07 00:17:51.005312,여백이 불러일으키는 밀도 높은 감정.,힐링돼요,3
13886492,yb*****,2024-06-02 22:39:01.420253,솔직히 왜 베스트셀러인지 이해가 안가는 책이에요,고마워요,2
13091167,sw******,2024-02-08 11:32:32.431543,도서관에서 빌려보고  소장하려고 구입함.왜 눈물이 나는거죠,공감돼요,4
14182586,ic*******,2024-07-15 13:46:27.768861,행복은 사람과의 관계에서 나온다고 하는 말이 맞는 말인것 같아요,고마워요,4
13697343,ao*****,2024-05-04 15:03:31.132474,빨간머리앤이 생각나는 책,고마워요,4
13449463,pa******,2024-03-29 12:16:54.463317,"소설의 좌표를 조너선 프랜즌, 오스틴 라이트의 미국에서 앨러스데어 그레이, 클레어 키건의 스코틀랜드, 아일랜드로 옮겨본다. 단어 하나 낭비하지 않는 완벽하고 아름답게 증류된 이야기...라는 찬사처럼, 얇은 책이 아플 정도로 아름답게 밀물로 다가온다.",고마워요,4
11666390,ra****,2023-06-10 10:54:28.320191,잘봤어요~~~~~~~,재밌어요,4
15615550,al*****,2025-04-05 06:56:32.051726,아무 말도 하지 않는 것의 중요성,최고예요,4
