리뷰번호,회원ID,작성일시,리뷰내용,감정키워드,평점
14912366,ki********,2024-10-18 18:21:26.21902,소재가 재밌을 법한 소재였으나 작가 필력이 저에게 맡지 않았습니다… 표현을 상세하게 하려다보니 문장이 길어졌는 지는 모르겠지만 다소 긴 문장에.. 가독성이 많이 떨어졌습니다,재밌어요,2
14271012,dl*******,2024-07-28 19:38:14.656105,"평소 구병모 작가님을 굉장히 좋아하는데 그 중 파과는 단연 1등입니다..
흔하지 않은 60대 여성 주인공 그리고 한 순간에 몰입하게 되는 스토리와 흡입력 좋은 문장들이 조화를 이룹니다.
등장인물이 모두 매력적으로 다가오고 마음에 와닿는 문장들도 참 많은 책입니다.",최고예요,4
4443720,hy******,2019-01-19 21:47:39.113,나이든 할머니가 청부살인업자라는 소재가 신선했음,최고예요,4
15284112,ri****,2025-01-22 21:57:36.163909,"서점가서 책 표지보고 찾아보니 재밌다는 평 보고 구매했습니다.
책 보다가 와 몰입감 좋다..하다가 중간중간
없어도 될듯한 문장이 많아서 가독성이 떨어진 부분이 꽤 많이 있습니다..소재는 특이하지만 결말이나 내용이 약간 유추가능한 부분들이 있어서 약간 아쉽습니다.뭔가 영화로 잘 만들어진다면 영상으로 봤을때 더 재미있을꺼 같습니다",재밌어요,2
13734441,su********,2024-05-10 01:27:01.49664,"10년 전 위저드베이커리로 구병모를 알게 되었고 10년이 지나 위저드 베이커리의 재구매와 함깨 산 2번째 작품인데 기대 이하였어요
읽는 동안 뒷내용이 크게 궁굼하지도 않았고 읽고나서 여운도 없고 그래서 아쉬웠어요
곧바로 아가미도 읽어볼게요
",고마워요,2
4443742,gk******,2019-02-07 23:58:51.7,최고. 자기 전에 잠깐 펴봤다가 절반 읽고 자고 일어나서 완독,고마워요,4
14762053,dm*****************,2024-09-27 16:53:55.805804,소재자체는 신선했으나 스토리는 진부하다,고마워요,1
13704964,mi*****,2024-05-05 15:53:00.923631,책 찍고 뮤지컬 관람 갑니다~ 조각의 캐릭터가 너무나 매력적이라 차지연님이 연기하신 조각도 기대됩니다,재밌어요,3
11908583,di****,2023-07-20 18:45:00.438136,너무 재밌어요 소재가 흥미로워요,재밌어요,4
4443805,mi*****,2022-10-08 21:00:49.253,아이가 읽고싶다고 얘기해서 구매해요~~읽고나면 저도 읽어야겠어요,고마워요,4
15615279,fr********,2025-04-05 00:38:39.523031,내용이 흥미롭게 느껴져서 구매합니다,고마워요,4
15579464,so******,2025-03-28 00:10:58.668493,영화화 한다는 이야기 듣고 읽기 시작했습니다 처음엔 잘 안 읽히는듯 했는데 몰입도 최고입니다,최고예요,4
15579326,dk****,2025-03-27 23:44:36.417866,실사 영화로 만나보고 싶은 책 중 단연 1위,최고예요,4
15541970,ss******,2025-03-19 13:07:19.562879,유명한 책이라 너무 기대됩니다 ,최고예요,4
15492127,la*******************,2025-03-09 11:04:55.947257,살짝 애매 이해부족 한번더 봐야할듯,재밌어요,3
15437888,pr********,2025-02-27 09:39:22.366948,재밌게 잘 읽었습니다.,최고예요,4
15414044,ks***************,2025-02-21 23:53:24.449059,평이 괜찮아 구매했고 아직 읽기 전 입니다,고마워요,4
15412232,wh*****,2025-02-21 17:21:22.557809,"만연체이고  몰랐던 단어가 많이 나옵니다, 시간 가는줄 모르고 읽었어요~",재밌어요,4
15409203,dn******,2025-02-21 00:36:05.15517,베스트셀러+재밌단 후기가 많아서 구매했습니다 커버거 예뻐서 꽂아놔도 너무 예쁘네요,재밌어요,4
15397849,ag********,2025-02-19 03:24:13.612145,구병모 작가 좋아해서 걍 믿고읽음 짱,재밌어요,4
15388506,dm****************,2025-02-17 00:51:14.095701,"책만 읽어도 영화를 본 느낌, 실제 영화도 너무 기대된다.",재밌어요,4
