리뷰번호,회원ID,작성일시,리뷰내용,감정키워드,평점
1023699,re******,2017-10-29 13:17:27.12,"요즘 날씨에 가볍게 읽기 좋은거 같다. 이 책을 구입하시는 분들이라면 소장용으로 구입하시는 분들이 많을텐데 제가 이번에 읽어보니 오자,탈자가 6군데가 되는데 이 정도면 너무 심각한거 아닌가 싶고 저는 다시 이책을 물리고 잘못된 부분 수정이 되서 4판이 나오면 그때 다시 구입하고 싶네요.",고마워요,3
1023605,mi*****,2020-09-14 18:03:24.43,겉표지 벗겨낸 모습이에요. 참고하세요.,고마워요,4
1023713,st*******,2019-12-19 15:00:09.96,"정말 형편없는 내용의 책이다. 청소년들의 성적 고민등만 잔뜩 언급한, 남는 것 하나 없는 쓰레기 같은 책이다.",,3
1023617,se*****,2017-09-14 09:07:18.81,이책은 상술...하루키와 하루키팬들만 욕보이는 책,,1
1023544,sm******,2020-12-02 14:15:14.546,음....왜 명작인건지...,,1
1023706,ga********,2017-08-12 18:05:32.44,내용과는 상관없지만 지난 한정판과의 차별화를 위해서 그런것인지 몰라도 저 초록색과 빨간색의 표지는 종이 겉표지일 뿐이네요. 지난 한정판을 생각하고 샀는데 다른 책입니다. 실제 책의 표지도 같이 올려주셨으면 좋았을 것 같습니다.,,3
1023425,la******,2017-08-11 19:30:10.39,소프트커버로 제작했르면 좋았겠네요,,3
1023473,cb*******,2017-12-26 23:41:11.33,"‘한 사람을 사랑한다는 것 한 시대를 살아간다는 것에 대하여..’

상실의 시대라는 부제로 많이 알려진 무라카미 하루키의 책.

천재작가로 알려져 있기에, 왠지 그의 책을 읽을 때면
조금의 부담감을 가지고 읽게 되곤 한다.

그리고 이 책은 다른 몇 권의 책보다도 조금 더 어려웠다.

조금 보수적인 성향의 누군가에겐 적나라하고 너무 개방적인 이야기가
거부감으로 다가올 것도 같았다.
무려 30~40여년 전의 이야기라는게 믿기지 않을만큼.

여느 책이나 그렇긴 하지만,
일본 에세이나 소설을 읽을 때면 책 속의 노래들을 들으며
읽기를 참 좋아한다. 더 진한 여운이 새겨지는 느낌이랄까?
그래서 노르웨이의 숲은 다양한 클래식과 함께 읽어나갔다.

누군가의 존재와,
누군가에게 사랑이란,
누군가만의 방법으로 표현될 수 밖에 없음을..",공감돼요,3
11061936,lc***,2023-03-12 23:52:48.003789,"소장하고 싶어서 상실의시대로 번역된 책이 아닌 노르웨이의숲으로 샀다. 20대 초반, 어렸을때에는 도데체 뭔 소리를 하는건지 전혀 공감가지 않았던 이 책이~30대가 되고나서 다시 읽고 싶어졌다.. 너무 큰 상실감을 경험해서였을까..?
온전히 이해되는건 아니지만.. 나오코와 미도리 사이의 나를 발견하게되었다.. 성장소설이라고 보면된다~
나도 이렇게 큰 아픔들을 경험하면서 더 굳어지고 성장해가는거라고 생각한다..",공감돼요,4
1023530,sm*****,2021-06-22 09:49:32.903,음… 저는 이 책이 좋은책인지 잘…. 잘 읽히기는 하는데 왜 ‘하루키 하루키’ 하는지는 잘;;;; 각자 취향이겠죠? 전 아직 무라카미 하루키를 이해하기에는 부족한가봅니다.,,2
1023653,st******,2019-07-08 13:36:18.676,그냥.. 그렇네요...,최고예요,2
