리뷰번호,회원ID,작성일시,리뷰내용,감정키워드,평점
15277991,ty***,2025-01-21 09:28:58.016936,내용은 어려워요. 읽어야하는 책이라서 읽는데 ㅡㅡ,최고예요,4
15204195,ic****,2025-01-03 21:51:03.754603,꾸준히 보고 싶어서 구입했어요. 이런 책은 소장해야지요. 좋습니다.,도움돼요,4
15135559,ba*****,2024-12-17 21:24:59.930312,좋아요 추천합니다.,도움돼요,4
15618531,gh****,2025-04-05 20:23:35.738726,10년 전에 빌려서 읽었는데 소장겸 하나 구입했는데 읽어보니 또 감회가 새롭네요,도움돼요,4
15613061,k4*********************************,2025-04-04 11:57:53.003527,좋은 책이지만 반복적인 내용이 좀 많아요,도움돼요,4
15597284,yk******,2025-04-01 08:38:19.405378,재미있게 읽었습니다,추천해요,4
15587091,ji********,2025-03-29 21:38:56.840915,매우 재미있게 읽었습니다.,집중돼요,4
15563562,ya******,2025-03-24 04:39:46.334998,너무 오랜기간 스테디셀러라서 이제는 읽어봐야겠다라는,도움돼요,4
15546705,ak*******************,2025-03-20 13:17:14.824935,추천받아서 구매했어요. 잘 읽겠습니다.,추천해요,4
15545558,ak*******************,2025-03-20 07:09:31.247822,"추천받고 구매했어요. 책이 두껍고 어렵긴한데.....
잘 읽겠습니다.",추천해요,4
15532556,y0***************,2025-03-17 11:07:28.639452,아직 읽기 전이지만 기대 됩니다.,집중돼요,4
15526555,ji******,2025-03-16 03:38:34.167735,"재레드 다이아몬드의 총, 균, 쇠 좋아요",추천해요,4
15486554,ja*****,2025-03-08 11:12:44.71797,고교 필족서 촘촘히 봅니다,추천해요,4
15459760,ms*****,2025-03-03 20:18:28.214206,"돈이 안아까운 책입니다
유용하고 잘 읽힙니다
이런 두꺼운 책을 다 읽었다는 뿌듯함도 있습니다",추천해요,4
15458470,ch******,2025-03-03 15:24:52.63554,새로운 해석 가로늦게 공부하게 만듬,추천해요,4
15457241,da********,2025-03-03 10:33:06.643845,벽돌책이지만 유용하고 재밌어요.,추천해요,4
15444665,kh****,2025-02-28 19:31:11.999062,너무보고싶던 최고의 명저입니다,집중돼요,4
