리뷰번호,회원ID,작성일시,리뷰내용,감정키워드,평점
12282370,wo*****,2023-09-25 00:59:06.840427,그렇게 큰 의미가 있는 책은 아닌듯하다. 유투브 바이럴에 낚인듯 하다.,쉬웠어요,1
12278780,ja*****,2023-09-24 10:28:03.146844,"번역의 한게
&quot;정직할 정도로 지능적이었다&quot;
이게 대체 뭔말인가. 오타도 여럿 있다.
문해력이 경지에 이르면 이해 할수 있는건가.
책쓰기 쉽다고. 책을 너무 막 쓴다",집중돼요,1
12308680,jm****,2023-10-01 20:55:50.69102,"생각보다 별루에요
초보자용 도서 ㅜㅜ",쉬웠어요,1
12278771,ja*****,2023-09-24 10:24:07.011767,"이런책에서 번역의 한계를 넘지 못하다니, 차리리 원서를 chaptGPT로 읽고 싶었다.
 1. 정직할 정도로 지능적이다?
      문해력이 경지에 다다른 분들께는 평이한 문장이 될지도 모르겠지만, 무지한 나에게는 공해같은 문장이었다.
 
오타도 여럿 있다. 제발, 번역본에  좀더 신경 써주시길",집중돼요,1
12375616,sr*****,2023-10-14 16:42:40.238612,"별로. 저자 다른책 보고 기대하며 샀는데 실망. 
비슷한류 책 많이 안봤으면 초심자용으로 볼만하나 . 명확한비전없이 뻔한 같은말만 반복하고 한페이지에 인용이 세네개씩 들어가있으니 깊이가없어보임 ",쉬웠어요,2
12384839,ni******,2023-10-16 16:28:50.208776,책을 읽긴 읽었는데...  아쉬움이 남았다.. 솔직히 왜 후기가 좋은건지.. 모르겠다. 맨 마지막 부분은 좀 도움이 되었지만 중초반은.. 나에게는 기억 조차도 안남았다. 혹시 번역때문일까? ,도움돼요,1
12155602,ma****,2023-09-03 15:34:53.082882," 첫 도입부부터 잘 읽히고, 도움 될만한 내용이 인상적이었습니다. 좋은 내용을 담는 책이었지만,  첫째, 책 종이크기가 작아, 읽을 때 다른 책에 비해 답답하게 느껴지는 점과 둘째로 흑백 원톤의 인쇄로 이루어져 녹색이나 푸른색, 빨간색 등 한 가지 색상 정도는 들어가는 다른 책들에 비해 시각적 피로도가 높아지는 점은 단점으로 체감이 될 정도였습니다. 원가 절감의 느낌이 강하게 들어 소장을 목적으로 책구매를 하는 사람으로서 아쉬운 점이 있었습니다.",도움돼요,4
12154004,sa*****,2023-09-03 06:54:13.804596,문장 하나 버릴게 없습니다 강력추천합니다,도움돼요,4
12619909,st**************,2023-11-28 17:03:44.26881,"책의 맺음말을 먼저 보았어야했다. 그러면 난 이책을 사지않았을텐데. '내게 놀라운 삶을 주신 하나님께 감사드린다..~~~..미래의 내가 하나님과 더 깊이 연결되리라는 것을 나는 알고 있다.'   그리고 235p에 '신에게 기도로 요청하라'
도움되는 내용도 있었지만, 저 문장을 읽은 후 부터는 남은 내용을 읽어 가는게 집중도 안되고 정말 곤욕스러웠습니다. 구지 자기 종교 신념을 적어야 했나싶네요. 
214p에는 '98퍼센트 전념하는 것보다 100퍼센트 전념하는 게 더 쉽다. 그래야 결정 피로를 잠재우고 덜 중요한 목표를 잠재운다'라고 했는데  258p와서는 '100퍼센트 완벽하게 하려고 하면 고민만 하게 된다. 80퍼센트 하려고 할 때 결과를 얻는다' 라고해서 어떻게 이해를 해야 할 지 모르겠어요. ",쉬웠어요,1
12155841,ip*****,2023-09-03 16:25:29.706166,"읽는 내내 심장이 뛰었다.
막연했던 나의 우선 순위 3가지가 무엇인지
알게 된 것 같다.
감사합니다.
",도움돼요,4
12724569,ni********,2023-12-15 13:44:22.173326,"가격과 명성에 비해 너무 가볍고 쉬운 책이네요~
책은 얇은데 대량의 인용이 들어가서 작가 본인의 깊고 크리에티브한 관점을 별로 읽진 못한듯 싶습니다.
흠...  평점이 왤케 높지요?",쉬웠어요,1
12142349,pu*******,2023-09-01 07:12:07.236539,"신박사님 영상 보고 이건 꼭 읽어야겠다 생각해서 구매했어요. 퓨처 셀프, 미래의 나를 아는 것, 미래의 나로 살아가는 것은 인생을 바꿔놓을 기회가 될 것 같아요! 기대되는 책입니다 :)",최고예요,4
12187692,07*****,2023-09-08 22:42:45.705012,정말 술술 읽어지는 책이었어요 깨달은것도 있고 그걸 이제 또 실천해보기도 해야하고 앞으로 할것들이 많아질꺼 같습니다 하루 안에 다 읽을수 있고 다시 재독해볼 예정입니다 읽어보시면 왜 그런지 아시게 될겁니다,추천해요,4
12152499,hy******,2023-09-02 23:28:00.498028,"미래의 나와 연결해 주는 책
최근에 읽은 &lt;유연함의 힘&gt;에서 나오는 내용도 나와 더 좋았습니다.
&quot;성장하기 위해서는 의식적으로 안전지대에서 벗어나야 한다.&quot;",추천해요,4
12273886,so******,2023-09-23 05:54:42.396362,많이 사색하게 만드네요,집중돼요,4
12189864,cy*****,2023-09-09 05:36:54.30605,미래의 나라는 개념을 중심으로 내가 상상하고 목표하는 미래의 내 모습을 현실로 가져오는 과정을 소개해 준다,추천해요,4
12165890,ss****,2023-09-04 19:21:51.590765,미래와 현재의 나를 투영하고 앞으로의 길을 모색하는 길잡이로서 좋은 지침서,추천해요,4
12250116,yo*******,2023-09-18 20:51:32.031953,추천해줘서 읽는데 재밌습니다^^,도움돼요,4
12232464,re***,2023-09-16 00:03:26.000287,유튜브 보다가 강력 추천해서 읽어 보려합니다^^,도움돼요,4
12223848,lk*****************,2023-09-15 00:02:22.501281,"정말 인생 
최고의 책입니다 ",최고예요,4
