리뷰번호,회원ID,작성일시,리뷰내용,감정키워드,평점
4852547,so******,2022-08-02 09:59:15.72,"2권 2권 2권!!!!!
급해요!!!!! ㅋㅋㅋㅋ",고마워요,4
4852401,bb*****,2022-08-03 10:26:38.26,유튜브에서 짤막한 영상보고 너무나 궁금해서 사전예약 후 구매했습니다.흡입력이 대단한 책이네요~책읽는 이틀동안 선자 생각으로 가득 했습니다.어서 2편도 나왔음 좋겠어요.,최고예요,4
4852438,ha****,2022-08-02 13:46:23.28,"책을 쥐고 읽기시작하여 그내용에점점 빠져들어 결국엔 
다읽고 말았다 
내고향이기도한, 영도의 이야기로 전개되는 이야기여서
더욱 몰입되었던 것이다 
2편이 너무 기다려진다
뜨거운 여름을 잠시 잊고 시간여행을 다녀온 기분이다",최고예요,4
4852389,00******,2022-08-01 17:56:38.633,원서 다 읽어가는데 타이밍맞게 번역본 나와서 좋습니다 먹먹하네요.. 이 시대 태어난 것을 감사하며.. 2편 최종번역본도 빨리 나오길 바랍니다,공감돼요,4
4852490,su******,2022-07-15 09:30:08.436,기다렸던 책이라 바로 구매했어요! 바뀐 표지와 책갈피도 예쁘네요!!,고마워요,4
13265367,gr********,2024-03-04 13:48:56.422714,"내가 좋아하는 캐릭터들은 스토너 같고 아버지의 해방일지 속 딸 같은 존재였음을 이 책을 읽고 알았다. 외풍이 태풍으로 변해도 묵묵하고 굳건하고 단단한 사람들. 하고싶은 말을 다 하지는 않지만 그렇다고 속으로 자신을 갉아 먹지도 않는. 책을 읽는 동안 희생과 사랑의 의미를 되새겨 보았다. 작은 일도 따지고 셈하는 나에게 이기적으로만 살지 말고 이타적으로도 살아보라고 가르쳐주는 책. 매 순간 선자의 감정에 이입하며 존경심을 가졌고 응원했다. 
시대가 주는 아픔을 다룬 소설에 칼날처럼 베이는 편인데 돌처럼 단단한 내면을 지닌 주인공 앞에서 겸허하게 세상을 살아야 한다는 울림을 느꼈다. 
소설이 나를 살린다. ",최고예요,4
10408899,83*****,2022-12-27 14:27:40.923056,"장면 장면마다 묘사를 너무 잘해서 눈앞에 선자가
그려집니다 재미있어요",공감돼요,4
4852471,DA********,2022-07-28 01:58:48.52,표지가 한몫하는거같아요 ㅎㅎ 2권도 궁금하고.. 일단 책갈피가 독특해서 기분좋았어요 ㅎㅎ,재밌어요,4
15056903,sh*****,2024-11-25 15:02:19.356978,정말 이렇게 술술 읽히는 소설은 오랜만이였어요,재밌어요,4
14357522,wo****,2024-08-09 14:33:02.166549,최고의 소설이라고 추천합니다 ,최고예요,4
14346443,ki*****************,2024-08-07 16:00:13.39539,스토리가 너무 재밌어요,재밌어요,4
14274000,ni******,2024-07-29 10:43:43.355513,재미있게 잘 읽겠습니다,최고예요,4
13615470,nm****,2024-04-22 00:19:56.884907,와~이렇게 술술 읽히는 책이 있다니 놀랬어요. 일본으로 건너가 고생한 우리선배들의 처절한 삶이 눈물나게 합니다 ,최고예요,4
13498485,fa******,2024-04-05 11:35:57.312566,"재밌게 봐서 친구한테 선물했어요. 휴머니즘이 많이 느껴지고, 역사공부도 다시 하는 계기가 되었습니다.",재밌어요,4
12699215,ak********,2023-12-10 23:48:47.608343,재밌어요 인기가많은덴 이유가잇습니다,재밌어요,4
12668133,iz*****,2023-12-05 20:22:24.178054,10점 만점 10점도 부족합니다. 역작임,최고예요,4
12570540,ho*******,2023-11-19 13:37:41.789734,몰입도 최고입니다. 표지도 예뻐요,재밌어요,4
