리뷰번호,회원ID,작성일시,리뷰내용,감정키워드,평점
12205525,va********,2023-09-11 15:42:16.148907,하루키 팬이지만&hellip;100페이지까지 읽어도 스토리 몰입이 안 되는 경우는 이 책이 처음이네요..아쉽습니다ㅏ,고마워요,2
12304283,le****,2023-09-30 21:08:28.184737,"최악이다. 이런 소설도 있구나 가르쳐 주어 고맙다고 했다. 감성태그를 굳이 선택한다고 해서..
리뷰를 보면 읽어보지도 않고, 기대된다고..
최고점수를 주는 이 불합리, 이알바 댓글부대
그것을 상업적으로 이용하는 교보..반성해야한다.전혀 권하고 싶지않은 책이다. 리뷰에 속지마라",고마워요,1
12204205,lo*******,2023-09-11 12:27:25.299033,책 49페이지 상단에 &quot;그들이 꿈을 잦기 시작한다&quot; 라고 써있는데  &quot;잣기&quot;가 아니라 &quot;찾기&quot; 아닌가요?,힐링돼요,3
12134103,cm****,2023-08-30 14:34:55.518509,"오랜 시간 책장에 고이 간직해온 낡은 그만의 책들 사이, 황량한 땅에 겨우내 피어오른 초록잎 다루듯, 또다시 오래 간직할 책 하나 피어오른 것 같아 반갑기만하다. 오랜만에 책장을 닦아본다. ",고마워요,4
12298641,se********,2023-09-29 01:18:29.740506,다시는 하루키 책을 읽지 않겠다고 다짐함 왜 2.5점이 최소점이지. 감성태그도 넣고 싶은 태그 1도 없음,힐링돼요,1
12275456,ph*****,2023-09-23 14:56:02.423495,"'무라카미 하루키'이름만으로 구입해 읽었는데, 많이 실망이었다.
본인도 미안한감이 있었을까?...
작중 가르시아 마르케스 를 인용하면서 매직리얼리즘 운운한걸 보면..
마지막 본인의 해설을 사과로이해하고 읽었다",공감돼요,1
12302314,bl*****,2023-09-30 08:14:48.874409,"한 줄 평 : 내용(줄거리 또는 재미)보다 저자의 명성을 파는 소설이다. 

이 소설에는 현실을 사는 나와 다른 차원에서 사는 나가 있다. 저자 무라카미 하루키 작가는 나의 본체와 그림자를 분리해서 현실에 사는 나와 다른 차원에 사는 나를 만든다. 즉 시골의 작은 도서관의 관장으로 사는 나가 있다. 반면에 다른 차원(높은 벽이 둘러싼 도시)에는 도서관에서 &lsquo;오래된 꿈을 읽는 이&rsquo;의 나도 있다. 어느 쪽이 본체이고 그림자인지는 알 수 없다. 

줄거리는 이렇다. 17살 고교생인 나는 에세이대회에서 만난 한 16살 소녀를 좋아한다. 소녀는 벽이 높은 도시에 관한 이야기를 나에게 들려준다. 그리고 어느 날 소녀는 갑자기 사라진다. 소녀를 잊지 못하던 나는 소녀가 말했던 그 도시로 향한다. 그 도시에 들어가려면 자신의 그림자를 버려야 하므로 나는 그림자를 버리고 그 도시로 들어간다. 거기에서 소녀를 만난다. 그러나 소녀는 나를 기억하지 못한다. 그래도 매일 소녀를 보는 것만으로도 만족하며 산다. 문득 그 도시에서 튕겨 나온 나는 현실 세계로 돌아와서 출판유통업에 종사한다. 어느덧 40대 중년이 된다. 반복된 삶에 지친 나는 사직서를 내고 작은 시골 마을의 도서관장으로 자리를 옮긴다. 그리고 새로운 여자를 만난다. 

이런 내용은 무라카미 하루키의 팬에게는 환영받을 만하다. 그러나 일반 독자는 &ldquo;이게 뭔가&rdquo;라며 실망할 수 있다. 이 책의 표지만 봐도 그렇다. 소설 제목 &lsquo;도시와 그 불확실한 벽&rsquo;은 작은 글씨로 왼쪽 구석에 있다. 표지 가운데에는 저자 이름 &lsquo;무라카미 하루키&rsquo;가 훨씬 큰 글씨로 배치돼 있다. 저자의 명성을 앞세운 마케팅이다. 마치 &lsquo;무라카미 하루키 책인데 안 살거야?&rsquo;라고 묻는 것 같다.

그러나 굳이 한 걸음 더 들어가 생각해 보면, 내 인생을 되짚어 볼 기회로 삼을 수 있다. 예컨대, 그 옛날 인생의 갈림길에서 또 다른 선택을 했다면 지금의 나는 어떤 모습일까를 생각해 볼 수 있다.

한편, 427쪽에 &ldquo;마을을 걷자니 나 자심이 지금은 내가 아닌 듯한 느낌에 사로잡혔다.&rdquo;에서 &lsquo;자심&rsquo;은 &lsquo;자신&rsquo;의 오기인 듯하다. 

(책 속에서&hellip;)

그림자는 빛이 있는 곳에서 사람(본체)과 같이 움직이고, 빛이 없는 곳에서는 살그머니 모습을 감춘다._68쪽

오래된 꿈을 나는 읽기 시작한다. 손바닥으로 따뜻하게 감싸서 활성화시킨다. 곧 오래된 꿈이 깨어나 알아들을 수 없는 언어로 메시지를 말하기 시작한다._186쪽

마흔 살&hellip;&hellip; 생각해 보면 나는 열일곱 살 때부터 벌써 이십삼 년에 걸쳐 너를 기다리는 셈이다. 그사이 너에게선 전혀 연락이 없다._194쪽

저는 그림자가 없는 인간입니다. (&hellip;) 저는 그림자를 잃어버린 인간입니다. (&hellip;) 제 그림자는 제게서 떨어져 어딘가로 가버렸답니다._341쪽

아무리 시간이 지나도 그녀는 돌아오지 않았다. 혹시나 싶어 침실로 돌아가 그녀가 자던 침대의 이불을 걷어봤다. 그리고 기다란 대파 두 뿌리가 그녀 대신 누워 있는 걸 발견했다. 희고 굵직한 대파였다._394쪽

티 없이 순수한 사랑을 한번 맛본 사람은, 말하자면 마음의 일부가 뜨거운 빛에 노출된 셈입니다. 타버렸다고 봐도  되겠지요._448~449쪽

옐로 서브마린 소년과 일체화한 상태에 꽤 익숙해졌던 것 같다. 위화감 같은 건 들지 않았다. 우리는 하나의 밀접한-소년의 말을 빌리면 &lsquo;분리할 수 없는&rsquo;-존재로서 행동했다._740쪽

어느 쪽이 본체이고 어느 쪽이 그림자인가를 따지기보다, 각자 서로의 소중한 분신이라고 생각하는 편이 오히려 맞을지도 몰라요._752쪽

",공감돼요,3
12128011,re****,2023-08-29 02:34:00.763385,"무라카미 하루키 문학의 최고봉!
당신은 남들보다 일찍 그 산을 오려고 싶지
않으십니까?",최고예요,4
12311318,ya******,2023-10-02 11:35:37.34438,개노잼이요 하루키 맞나 싶은디,힐링돼요,1
12306651,na*****,2023-10-01 11:50:53.901386,사람의 상상력은 무한하다. 어떻게 저런 상상을 할까 .. 감탄하며 보았습니다. 다른 책과는 좀 다르게 힐링적인 느낌도 있고 여전히 그 어마어마한 필력과 지식으로 상상력을 표현해내는것에 찬사를 보냅니다.,고마워요,4
