리뷰번호,회원ID,작성일시,리뷰내용,감정키워드,평점
10399790,do****,2022-12-25 23:16:48.525608,"제법 산 사람들에게 위로를 전하는 메세지였으나, 산 사람들의 관점인 것 같다. 죽은 자는 말이 없기에 그 마음을 헤아릴 수 없다. 

죽음보다 삶이 낫다는 전제가 깔려있다. 과연 그럴까? 죽음이 삶보다 낫다면? 아무도 모른다. 그저 살아있기에 가보지 못한 곳이기에 이 삶이 더 낫다라고 생각하는 건 아닐까?

어쩌면 죽음은 슬픈일이 아닐지도 모른다. 
단지 내 옆에 내 곁에 있지 않기에 온전히 나의 이기심 때문에 슬픈 것일 수 있다. ",힐링돼요,4
13462618,an******,2024-03-31 14:36:06.385207,교보문고 오프라인 가서 읽어봤는데 초등학교 5학년인 저도 너무 재밌고 잘읽혀서 하루만에 다 읽어버렸지 뭐에여 🤣 (모르는 단어가 몇 개 있었긴 하지만유) 이거보고 안우시는 분들은 정말 정체가 궁금합니다😨,재밌어요,4
5504492,ls*******,2022-07-21 06:13:21.73,신랑이 읽고 싶다고해서 구매해줬는데 택배 풀자마자 딸아이가 정말 읽고 싶었던 책이라고 하네요~우리집에서도 인기가 좋네요~,고마워요,4
14853833,ch******************,2024-10-03 17:05:25.102928,급작스러운 이별에 떠나보내지 못했던 내 마음과 이제서야 작별해봅니다,고마워요,4
14348777,jy*****,2024-08-07 22:44:23.47056,최고로 많이 울었어요,최고예요,4
10074597,k7******,2022-10-27 23:55:10.495996,소설을 읽으면서 울었네요 ㅎ 책 속 인물에 몰입을 해서 그런지 ㅎㅎ 내용 구성도 좋고 재밌어요 ,재밌어요,4
15373039,wo******************,2025-02-13 12:50:12.943932,"너무 감동적이고 보다가 내내 울었어요....
한번 쯤 꼭 읽어보세요..",최고예요,4
15366958,ss******************,2025-02-12 01:23:08.922746,"이 책을 읽고 나서 많은 생각을 하게 되었던 거 같아요. 너무나도 이야기가 감동적이에요. 책에 흥미를 붙인지 별로 많이 안돼서 어려운 책은 잘 못읽는데 이 책은 몰입이 완전 잘돼고 재밌어요! 감동적인 부분도 많아서 눈물 흘리며 봤어요 사랑하는 사람을 곁에 둔 사람, 부모님에게 잘 못 해드렸던 사람들이 읽으면 좋을 것 같아요. 예쁜 책 감사합니다",고마워요,4
15366822,wo******************,2025-02-12 00:23:58.080759,"보면서 자꾸 눈물이 나는 책이에요
보는내내 운거같아요 ㅠ...
한번쯤은 꼭 봐야될 책입니다",최고예요,4
14642796,yu****************,2024-09-16 13:11:17.007189,가슴이 먹먹해져요.,고마워요,4
