리뷰번호,회원ID,작성일시,리뷰내용,감정키워드,평점
13856691,ji******,2024-05-29 15:16:09.039286,"문단이 너무 아쉽게 끝나버리고, 오른쪽 필사하는 공간에 옅은 회색글자가 오히려 제 필사를 방해하는 기분이었습니다.. 그럭저럭 좋은 문장으로 필사를 하시고 싶은 분들에게는 추천하지만 작가님이 좋아하는 문장의 취향과 제 취향은 서로 맞지 않아서 안타까웠습니다ㅠㅠ",쉬웠어요,1
13798948,yu*******,2024-05-19 16:29:03.236145,"필사하는 페이지에 중간중간 일부 구절이 미리 인쇄되어 있는데 앞뒤로 맞춰 쓰기 쉽지 않아요.
 사람마다 글씨체, 글씨 크기가 다 다를텐데 왜 이렇게 만든건지 의도를 잘 모르겠고 저의 경우 문장에 집중하는데 방해가 될 정도여서 수정테이프로 일일이 다 지우고 필사하고 있습니다.",도움돼요,3
13979280,fn****,2024-06-15 20:44:57.152176,"다 좋은데 필사칸에 흐리게 인쇄해놓은거,왜 해놨는지 의문입니다.오히려 필사를 방해하는 큰 요소인데 누구의 아이디어죠?당황스러워서 진짜...필사를...방해하는 필사칸은 처음봐요.이게 제일 짜증나는 요소",집중돼요,2
14309341,ck********,2024-08-02 15:39:26.130197,"아니 도대체 중간에 회색으로 글의 일부를 인쇄할 생각은 누가한거에요?
독자가 자유롭게 필사하려는 부분을 마치 글쓴이가 의도적으로 '너는 여기다가 이 글자를 써'라고 강요하는 것 같아서 굉장히 불편해요
좋은 글 너무 잘 찾아주셨는데 필사책을 쓰실거면 독자 위주로 해줬으면 좋겠어요 몇 페이지 쓰다가 좀 짜증이 확... ㅡㅡ",쉬웠어요,1
13777360,rn******,2024-05-16 10:26:34.263543,"문장들이 너무 좋아요. 작가님께서 얼마나 고심해서 고르셨을지 느껴집니다. 한가지 아쉬운 점은 제가 글씨가 큰편인데 필사하는 페이지에 회색으로 적혀있는 부분에 맞추려다보면, 단어와 문장에 집중이 안되는 느낌이 있습니다ㅜ. 글자를 덮어 쓰면 보기에 깔끔하지 않고, 그 부분을 그냥 넘어가기에는 아쉽고 그러네요. 혹 다음 필사책이 나온다면 회색 글자없이 나왔으면 하는 의견입니다. 다음 필사책도 고대하겠습니다♡",추천해요,4
14941658,sh******,2024-10-25 22:58:30.601572,논술 때문에 매끄러운 문장력이 필요하여 책을 구매했습니다! 도움이 될 것 같아요ㅎㅎ 리뉴얼 버전은 필사란에 미리 적힌 문장 없이 백지라 구매하실 분들은 참고하시면 좋을 것 같아요!,집중돼요,4
13785660,ni****,2024-05-17 14:05:35.401395,"좋은 글들을 모아놓긴 했지만,
너무 짧게 끊겨있는것이 많아 
온전히 하나하나 작품을 느끼기에는 아쉬움이 많습니다.
필사 습관 들이기에는 좋을것 같네오.",쉬웠어요,2
13792269,je*****,2024-05-18 15:59:27.038345,구성이 좋긴 한데 한 장에 필사할 분량이 조금 부족해 아쉽다 몰입해서 쓸만 하면 분량이 끝난다,도움돼요,3
13638912,so******,2024-04-26 16:20:16.71713,아름다운 문장이 많이 담겨있어 필사가 즐겁습니다. 다만 책을 더 많이 사게 될 것 같네요. ,도움돼요,4
14897054,ga********,2024-10-14 22:40:25.572494,솔직히 이해 안되는 시나 글들이 꽤 많은것같아요.. 글의 의미나 해석에 대해서 짧게나마 있나면 더 좋았을것같습니다. ,집중돼요,2
