리뷰번호,회원ID,작성일시,리뷰내용,감정키워드,평점
10900979,ro****,2023-02-24 22:58:30.419173,"저는 지난12월부터 교수님의 일요일저녁 유튜브를 빠지지 않고 메모하며 시청하고있습니다.
1월 한달 매일 수면명상으로 깊은 잠도 자구요^^
책을 받아 읽으면서 낯설지 않은 내용들이 나올 때,
교수님이 제 앞에서 말씀하시는 것처럼 느껴집니다.
천천히,한챕터씩 곱씹으며 읽기로 결심합니다.
대한민국 뿐 아니라,전세계로 알려지길 바랍니다.
내면 주치의 될 것입니다!!!",최고예요,4
11510534,qd****,2023-05-14 12:47:28.718516,"인류역사에 길이길이 남을
최고의 책이다
",추천해요,4
12744012,be*****,2023-12-19 10:05:02.343132,"중복되는 문장과 내용이 너무 많습니다. 추상적인 마음근육 기르기, 내면소통이 대체 어떻게 해야하는 것인지 구체적 방안은 무수한 중복 설명으로 감추듯 미룹니다. 
유튜브 인터뷰에서 간략하게 요점만 정리한 내용이 핵심으로 보이고, 일반인들이 보기에 전문적인 지식을 난이도 높게 작성하여 잘 읽히는 책은 아닙니다.",도움돼요,2
11024474,cj****,2023-03-09 10:42:59.070439,"단순한 독서가 아닌, 한 페이지 한 페이지 공부를 해야하는 책입니다. 그만큼 퀄리티가 높고 빼먹을 부분이 없습니다. 이렇게 완성도 높은 책을 읽을 수 있음이 감사해지기까지 합니다.",최고예요,4
11634791,ej***,2023-06-03 21:26:19.11568,건강하 나로 살아가기 위해 꼭 읽어야할 필독서!!,최고예요,4
10983746,kk******,2023-03-05 14:19:45.186929,책 값에 망설여 진딘면 저자의 유투브 영상  보고 명상의 효과를 경험해보길,최고예요,4
11763701,ko*********************,2023-06-27 09:55:15.912931,"리뷰가 너무 좋아서 샀는데
내용이 너무 장대하고 어려워요.. 같은 내용이 여러번 반복되는 느낌입니다ㅠㅠㅠ 
과학적 측면으로 다가가는 ",도움돼요,3
11545989,cl********,2023-05-20 11:14:53.679523,최고입니다 김주환교수님덕에 삶을 대하고 살아가는 방향이 바뀌었어요 감사합니다,도움돼요,4
10958874,sg****,2023-03-03 11:54:37.322763,"아직 다 읽지는 못했지만
회복탄력성 덕분에 무기력증에서 조금씩이나마 빠져나왔다.
이 책을 한 번 읽고 깨닫는 것과
두세번 읽고 깨닫는 것은 과연 어떤게 일치하고 어떻게 다를지 벌써부터 기대된다.",추천해요,4
11445620,tn*******,2023-05-02 16:20:16.901188,유튜브에서 김주환 교수님 강의 듣다가 책도 있다기에 구입했어요. 두꺼워서 조금 부담스럽긴하지만 도움되는 이야기로 가득하니 천천히 조금씩 읽어나가려고 해요!,도움돼요,4
11421467,ha*******,2023-04-28 13:26:22.767818,우리나라 사람 모두 읽었으면 하는 마음이 드는 추천도서,추천해요,4
