리뷰번호,회원ID,작성일시,리뷰내용,감정키워드,평점
4391845,si*******,2022-09-01 18:26:14.146,나쁘진 않지만 1편의 재미만큼은 아니였다는. 독고씨의 내용이 궁금했는데 조금 아쉽,최고예요,3
4391804,pe********,2022-08-12 20:19:14.63,"기대가 컸나봐요.
독고씨 이야기도 궁금했는데...
나만 별로였나...",,2
4391805,wh*******,2022-08-05 13:03:38.46,1편 넘 재밌게봐서 기대되요 예약해요,,4
4391624,is******,2022-08-25 17:33:17.913,ALWAYS  편의점 재방문 합니다.,고마워요,4
4391762,j2******,2022-08-06 13:57:10.85,1편을 즐독해서 2편도 기대됩니다. 빨리 도착했으면 좋겠네요.,,4
4391718,ky****,2022-09-20 20:10:52.8,"엄마께서 불편한편의점 1권 을 재미있게 읽으셔서
2권도 구매했어요
울엄마 화이팅!",최고예요,4
4391812,ha******,2022-09-05 22:29:20.406,마음이 따뜻해지고 편해지는 책,고마워요,4
4391696,al******,2022-09-04 01:09:41.43,"내 말을 들어줄 누군가 필요했던 사람들과 잘 들어주고 할 말 다하는 편의점 야간알바의 티키타카, 사업병 심하게 걸린 아들의 성장기",고마워요,4
4391799,be****,2022-08-21 22:58:05.6,너무 힐링되는 책이예요!!,최고예요,4
4391670,73********,2022-08-05 17:34:48.23,1권을 잼있게 읽고 2권을 기대해 봅니다!,,4
4391593,sq****,2022-09-05 21:02:09.743,눈물이 울컥했습니다. 1편보다 더 재밌고 감동적이었습니다.,고마워요,4
11961359,ia****,2023-07-29 11:11:23.048076,아이가 고른책 재미있게 읽었어요. ,재밌어요,4
10318781,99******,2022-12-14 18:46:31.369696,엄마 책 천천히 읽으시는 편인데 1권 재밌다고 빠르게 읽으셔서 2권도 사드렸는데 넘 재밌다고 하셔요 안 보고 샀는데 가을 에디션이라 그런가?? 안에 싸인 프린팅(?) 되어있더라구요,재밌어요,4
4391761,ja******,2022-09-01 10:21:40.26,"우리 이웃이야기, 나의 이야기..",고마워요,4
4391728,j7***,2022-08-20 20:09:45.336,역시 마음이 따뜻해지는 책이네요,고마워요,4
4391691,io*****,2022-08-17 12:15:51.456,"책 받자마자..
휘리릭 다 읽어버렸네요
작가님의 책은 사실적이면서 공감가는
그래서 금세 다 읽어버렸어요
1편에 이어 2편도 좋습니다",고마워요,4
15471360,ji*****,2025-03-05 19:48:02.617197,"불편한 편의점 1을 보는 중에 미리 구매했다.
오늘 다봤는데 미리 사둔 걸 잘했다고 생각했다. 자기 전에 보면 잠이 깨버리는 책이지만 오늘밤도 기대해본다.",공감돼요,4
15469250,ji*****,2025-03-05 11:53:39.253279,예전에 사놓은 불편한 편의점 1을 보는 중이에요. 2는 1보다 못하다는 평이 있어서 고민했지만 함 읽어보려고 주문했어요.,공감돼요,4
15422041,ng******,2025-02-23 18:45:13.426615,시리즈의 매력...,재밌어요,4
15421367,we******,2025-02-23 15:41:45.284782,"너무 재미있어서 금방금방  읽히네요
벚꽃에디션도  구매하러갑니다",재밌어요,4
15404731,bo********,2025-02-20 01:52:26.484453,1권이나아요.하지만주인공들의끝이궁금해보게되네요,재밌어요,4
15346561,js*****,2025-02-07 15:29:13.134867,"시즌 1 재미 있어서 바로 했어요
잘 일겠습니다",힐링돼요,4
15339598,dt******,2025-02-05 22:46:29.508816,따뜻한 느낌의 책이넜습니다,최고예요,4
