리뷰번호,회원ID,작성일시,리뷰내용,감정키워드,평점
1500937,ge********,2017-05-26 23:55:34.113,"한강 작가님의 소설은 언제나 신선하고 새로운 생각을 하게 만들어요. 채식주의자를 시작으로 3번째로 읽은 소설인데... 이런 작품들을 1만원 내외로 볼 수 있음이 정말 기쁩니다, 행복해요.",재밌어요,4
11843789,nl*******,2023-07-10 08:26:56.28991,조용한 책이라고 해야할까. 문장 하나 하나가 고요하고 시처럼 음악처럼 다가왔어요. ,공감돼요,4
1500899,tl******,2016-09-04 11:58:56.19,개인적으로 채식주의자보다 희랍어시간이 더 좋았어요.,고마워요,4
1500917,rh******,2017-12-03 23:03:04.49,쉽게 볼 수 있는 가벼운 책은 아니다 주인공 남자와 여자의 감정 묘사나 감정선의 묘사가벅차게 느껴진다,공감돼요,4
15077616,pa******,2024-12-01 16:06:43.166167,"한강의 인터뷰를 봤다. 한강은 말의 속도가 생각의 속도와 다르지 않은 듯, 나는 한강의 책을 보는 속도와 이해되는 속도가 같지 않은 듯. 공통점은 느렸다는 것. 말은 쉽게 내뱉지 않았고 글은 쉽게 읽혀지지 않았다는 것. 입 밖으로 나온 말을 다시 호흡 안으로 삼키는 한강의 말 모습에서, 언어를 입안에 목안에 가슴안에 가두어 두게 된 희랍어 시간의 그녀를 보게 되었다. 희랍어 시간은 한강이 마흔 살을 넘기던 그때, 세상에게 글쓰기를 허락받았지만 여전히 언어에 대한 높은 벽에 말을 삼킬 수 밖에 없는 힘겨움에 대한 자전적 이야기가 아닌가 했다.",공감돼요,4
1500950,na*******,2020-04-09 10:35:29.296,한강의 언어는 예술작품이에요. 음미하며 천천히 읽어야 해요.,고마워요,4
14949181,ru*******,2024-10-27 17:54:10.905109,"한강 작가님의 노벨 문학상 수상을 진심으로 축하드립니다.
대한민국의 한 국민으로서 너무나 자랑스러우며 위대한 문학작품을 원서로 읽게 해주셔서 감사합니다.
언제나 초심 잃지 않으시길 바라며 앞으로의 작품 또한 기다리고 기다리겠습니다.",고마워요,4
1500928,wp*****,2022-08-01 18:06:41.553,희랍어 시간 재미있게 읽었습니다,고마워요,3
15056664,sy***,2024-11-25 14:02:45.454142,글이 이렇게까지 섬세할 수 있군요,힐링돼요,4
15343946,wi*******,2025-02-06 22:55:20.485061,재미있게 읽었습니다.,공감돼요,4
15310293,kh*******,2025-01-30 19:04:02.146016,노벨문학상 작가의 작품를 원서로 읽을 수 있다니 ㅎㅎ 좋아요 ,최고예요,4
15046439,in********,2024-11-22 10:40:40.500716,온 감각을 다 사용해 읽게 되는 소설.,최고예요,4
15033632,re*****,2024-11-18 23:31:15.703562,"저는 읽는 내내 서정적이다.라는 느낌을 받았습니다.
채식주의자와는 또 다른 흐름.
같은 작가인가 싶은 다른 흐름.",재밌어요,4
15029150,ku******,2024-11-17 22:08:33.15603,한 강작가님 만에 특유 문체가 살아있는 책입니다,재밌어요,4
14883037,da********,2024-10-11 16:22:49.826507,받으면 잘 볼게요 노벨문학상 축하드립니다,최고예요,4
14502618,ti******************,2024-08-29 05:16:04.909912,일상의 모든 순간을 문학의 일부로 생각하는 듯한 작가님. 1부터 100까지의 감정을 전부 묘사한 느낌인데 버겁다고 느껴질 수 있지만 마지막에 가서는 결국 두손 두발 다 들게될 것. 사랑한단 말을 이렇게도 할 수 있구나.,최고예요,4
1500887,30******,2018-12-24 10:20:47.9,좋아요 너무 좋아요..,고마워요,4
15620551,du*****,2025-04-06 10:19:36.266014,너무 감동적인 책입니다. 항상 많이 배우고 갑니다,최고예요,4
15604314,eu*******,2025-04-02 16:22:03.815657,읽을 만 해요 괜찮아요,힐링돼요,3
15593653,se*****,2025-03-31 10:00:18.517972,한강소설 중등아들에게 선물합니다,공감돼요,4
15593626,se*****,2025-03-31 09:53:45.71303,"한강의 소설중에 중학생아들에게
선물하기 좋다는 추천으로 구입합니다",재밌어요,4
15580075,du******,2025-03-28 09:08:52.642783,"한강 작가님 책 모으고 있습니다.
",최고예요,4
15579666,ly*****,2025-03-28 02:30:53.16388,믿고 보는 한강 소설,최고예요,4
15567117,ja*******,2025-03-25 00:07:10.902079,시와 같은 소설이었어요. ,힐링돼요,4
15558237,hu****,2025-03-22 23:07:13.954704,소설을 철학책처럼 읽어야 한다.,고마워요,3
15535157,he****,2025-03-17 22:37:08.839397,작가님의 수상으로 덕분에 좋은책을 읽게되어 좋네요,공감돼요,4
15513498,se***************,2025-03-13 12:15:08.616774,한강의 로맨스 소설은 로맨스 그 이상이다,힐링돼요,4
15508076,gu*****,2025-03-12 10:08:16.043541,미지의 세계의 초대,최고예요,4
15506957,so*******,2025-03-12 01:58:37.529199,문체가 인상적이에요 잘 읽히면서도 마음을 찌르는 문장들이 많네요,재밌어요,4
15480775,ds******,2025-03-07 11:18:17.502637,한강 작가님 작품의 시작은 이 소설이 딱이네요,힐링돼요,4
15479256,yg******,2025-03-07 05:48:15.36602,희랍어시간 감사히 잘 읽겠습니다,고마워요,4
15469676,no*****,2025-03-05 14:08:41.629043,희랍어 시간...소중히 한자한자 정독하겠습니다,최고예요,4
15457151,st****,2025-03-03 10:13:15.408566,좋은데 좀 어려운 책이네요,최고예요,4
15454722,ja******,2025-03-02 20:17:00.932646,"시를 읽는듯한 소설입니다. 문득 수필같은 느낌마저 드는 감정들이 저를 많이 위로하네요.
",최고예요,4
15450362,ma*******,2025-03-01 22:07:04.748529,잔잔하게 읽기 좋아요,힐링돼요,4
15437835,mi********,2025-02-27 09:27:24.205896,어머니께 선물해드렸는데 좋아하시고 잘 읽으셨습니다. ,최고예요,4
15434081,ug*****,2025-02-26 13:24:46.871255,한강 작가님 최고입니다~ ,최고예요,4
15415060,dk******,2025-02-22 09:45:28.435147,"좋은책 잘 읽겠습니다~~
감사합니다ㅎㅎ",최고예요,4
15410075,km*****,2025-02-21 09:33:36.531935,문장들이 너무 아름다웠어요.,최고예요,4
15410055,ma*******,2025-02-21 09:29:57.852835,잔잔하게 읽을 수 있어 좋네요,최고예요,4
15402333,es******,2025-02-19 16:17:20.922088," 시큰거리는 무릎 때문에 하루를 쉬고, 한가로운 정오, 창문 그림자에 넋을 놓으며 이 책을 읽었다.

“차츰 그의 얼굴이 그녀에게 낯익은 것이 되었다. 그의 평범한 이목구비와 표정과 체구와 자세가, 고유한 이목구비와 표정과 체구와 자세가 되었다. 하지만 그녀는 그것에 어떤 의미도 부여하지 않았다. 그 변화에 대해 언어로 생각한 적이 없기 때문이다.”
- 희랍어 시간, p. 92

우리는 과연 사물의 변화에 대해 언어로 생각한 적이 없을까? 대상의 변화에 의미를 부여하지 않으면, 그것은 언어로도 포착되지 않는 걸까? 그 감각이 어떤 것인지, 어떤 감정인지 문득 궁금해진다.

""아무것도 판단하지 않는다. 감정을 부여하지 않는다.
모든 것이 파편으로 다가와. 파편인 채 그대로 흩어진다. 사라진다.
단어들이 좀 더 몸에서 멀어진다. 거기 겹겹이 무거운 그림자처럼, 악취와 오심처럼, 끈적이는 감촉처럼 배어 있던 감정들이 떨어져 나간다. 오래 침수돼 접착력이 떨어진 타일들처럼. 자각 없이 썩어간 살의 일부처럼."" — 희랍어 시간, p. 102

어떤 이는 이 책을 한강의 숨은 보석 같은 소설이라 말했다. 읽는 것만으로도 사유의 동기가 되는, 읽는다는 자체가 즐거운 책이다.",재밌어요,4
15392097,kb*****,2025-02-17 21:40:56.733316,잘 읽겠습니다. 좋아요.,고마워요,4
15389864,ji****,2025-02-17 12:46:31.344541,역시 한강작가님!!,고마워요,4
15389825,ja*****,2025-02-17 12:34:17.136076,선물하려고 구매했어요.,최고예요,4
15389653,ma*****,2025-02-17 11:28:44.718921,잘 읽었습니다. 고맙습니다.,고마워요,4
15381717,ju****,2025-02-15 14:34:06.057756,재미있게 잘 읽었습니다,재밌어요,4
15372354,ur****,2025-02-13 09:52:20.460094,도움이됩니다.      ,최고예요,4
15369394,88****,2025-02-12 16:38:19.803463,역시 한강작가님.  한글의 아름다움을 알수있는 명작,힐링돼요,4
15360874,sh******,2025-02-10 18:40:09.881772,노벨문학상 축하드려요^^,고마워요,4
15353955,ma*****,2025-02-09 09:05:38.133855,한강 작가 책이 다 좋아서 구매했습니다. 기대되네요,고마워요,4
15348320,ma*****,2025-02-07 22:36:31.365517,한강 작가 책들이 재밌어서 이 책도 구매해보았어요,재밌어요,4
15343901,eh**************,2025-02-06 22:50:59.562846,"한강 작가님 작품 중 제일 평이 좋은
작품이라 더 기대돼요^^*",최고예요,4
15341898,Tr*******,2025-02-06 13:31:18.978258,제목에 대한 호기심에 전부터 구매하고 싶었다 근데 생각보다 얇네 장편소설인데 단편 같애 받았을때 당혹스러움이란 사진과 실제의 차이는 얼마나 큰가 ,공감돼요,4
15340284,es******,2025-02-06 02:27:24.70536,마음에 들어요 재밌어요 감사합니다.,최고예요,4
15338596,we*****,2025-02-05 18:45:20.851273,교차할 수 없는 아픔. 상처 그리고..,공감돼요,4
15338176,pa*******,2025-02-05 17:26:45.531066,기대됩니다 !!!!,최고예요,4
15333295,im******,2025-02-04 18:56:04.361282,여자의 지독한 침묵과 점점 소멸해가는 남자의 미약한 빛. 어떻게 이런 소재로 글을 쓸 생각을 하셨는지 감탄했습니다.,최고예요,4
15330034,am********,2025-02-04 00:28:45.057158,너무 너무 재미있어요,최고예요,4
15325185,lm*****,2025-02-02 22:05:53.648007,재고가 있어서 좋아요,최고예요,4
15315081,wl*******,2025-01-31 22:21:07.939275,너무 어렵다고 하더이다..,고마워요,3
15312777,mi******************,2025-01-31 11:44:14.173684,세계문학의 거두의 소설을 읽을 수 있어서 즐겁네요.,최고예요,4
