리뷰번호,회원ID,작성일시,리뷰내용,감정키워드,평점
11641287,ka****,2023-06-04 23:47:02.678609,"책 번역담당자가 얼마나 중요한지 알게해주는 책이었다
책 내용은 훌륭했다 근데 가독성이 정말 형편없을정도로
최악이었다 구글번역기 돌린수준보다 약간 나은정도.
외국서적 번역본을 읽을때마다 느끼는건데
어떻게해서든 번역전 내용을 유추해서 읽어보면
너무도 훌륭한 책들임에도 번역을 형편없이 해놓은
바람에 대중들에게 제대로된 메세지전달이 안되는
경우들을 보면서 안타까울 따름이다
번역담당하는 분은 사명감정도는 갖고 번역을 담당해주셨으면 한다. 최소한 책 내용의 전반적인 아웃라인정도는 파악하고 번역해야지 어떻게 이렇게 문장 하나하나씩 번역을해서 내용을 중구난방으로 퍼지게해놓을수 있는지..안타깝다 정말
어떻게든 유추해서 읽어보았고 책 자체의 내용은 굉장히 좋았고 감명깊었습니다",도움돼요,2
11537693,pa*****,2023-05-19 10:52:38.680073,번역이 책의 집중을 방해합니다. 매끄럽지 못하고 부자연스러워요. ,도움돼요,1
11694510,xo*****************,2023-06-15 18:26:08.64517,처음엔 집중력에 관련되다가 나중에 점점 산으로 가는 느낌..,집중돼요,4
13473181,ok****,2024-04-01 22:33:22.389915,"책 내용은 참신하고 좋은데, 
ㄹㅇ 번역이 GPT로 돌린거같음. 누가 따옴표를 이렇게 쓰나?
""대화가 이뤄지지 않""는다는 사실을 알게되었다.
라고 할때
ㅡ않는다""는ㅡ 으로 따옴표를 쓰지 않"" 이렇게 쓰냐고요... 이런게 한두개가 아니라서 읽는데 보일때마다 개킹받음 번역이 ㄹㅇ루다가 성의가없는거같아서ㅡㅡ
번역 안좋다는 댓글있어서 반신반의했는데
번역가가 번역 ㄹㅇ GPT써서 무책임하게했다는 느낌이 들더라구요. 출판사 검수팀도 마찬가지고

+마크 [저커버그] 로 이상하게 대괄호 쓰는거 에서 이건 GPT로 대충 번역하고 번역가와 검수자가 사람이 읽어보지도 않고 출판한 책이라는 것을 확신했습니다. ㅈㄴ 무성의함에 돈아깝네..",도움돼요,2
12896971,ks****,2024-01-11 14:56:50.845753,내용은 둘째치고 이정도면 번역한놈 잡아와야하는거 아냐?,추천해요,1
11693123,da********,2023-06-15 14:02:38.767216,정말 좋은책... 두껍지만 어렵지 않게 읽히고 많은 생각을 들게 하네요. 집중력이 단지 개인만의 문제가 아닌 사회적으로도 생각해볼 문제인데.. 쉽지 않은 문제네요.. 근데 문장 에서 엉뚱한 곳에서 끝나는 따옴표 들이 좀 눈에 걸립니다 ㅎㅎ,집중돼요,4
12761767,ks*****,2023-12-22 14:39:53.0061,"번역가의 이름을 메모해놓을 정도로 가독성이 정말 안좋은 책
이해가 안되는 문장은 몇번이나 다시 읽어야했다",추천해요,1
12054819,ju********,2023-08-16 12:01:59.578621,초반부 집중력을 잃어가는 현실에 대해 묘사한 부분은 다소 흥미로웠지만 뒤로 갈수록 좌파 클리셰 범벅. ,쉬웠어요,2
12534778,ch*****,2023-11-14 02:08:07.952912,해석이 너무 이상하게 되어있어서 두번 세번 읽어야 이해가 가는 부분이 있는게 너무 아쉬워요,집중돼요,1
12342616,se*****,2023-10-07 22:31:40.592601,"마케팅으로 부풀려진 책
",도움돼요,2
13162634,he*****,2024-02-19 17:27:49.062926,도서관에서 빌려 읽으세요,집중돼요,2
12744850,ja*****,2023-12-19 14:16:27.455895,"내용은 좋으나 번역이 집중력을 이어가지 못하게 하는 책
원띵 번역은 정말 책내용과 의미를 최대로 끌어올릴 수 있게 도와주었으나 이 책은 원작으로 읽는게 책의 내용을 정확하게 알 수 있을 듯 하다. 번역이 집중력을 도둑맞게한다 정말로 재미있는 책인데… 아쉽",도움돼요,1
12320948,zl********,2023-10-04 00:30:12.3343,"번역에 대한 논란이 있는걸 알았지만, 그래도 읽고싶어서 구매했는데.. 이렇게 번역때문에 독서하다가 흐름 끊기는건 처음이에요.. 하..",도움돼요,2
12272065,n1*******,2023-09-22 18:39:13.290767,"번역이 너무 별로다.
주어랑 술어가 안 맞아 내 두 눈을 의심하며 문장을 두번 읽는 경우가 자주 발생한다. 번역이 이정도인데 베스트셀레가 된 것이 의아하다. 내용 자체는 한번 생각해보면 좋은 내용이긴 한데.. ",도움돼요,2
13170604,lt***,2024-02-20 21:03:00.601074,"매번 살때마다 후회한다, 이런류의 책은 안맞는듯",도움돼요,2
12237723,or****,2023-09-16 15:02:42.354401,"집중력 없는 사람들이 관심 갖을 만한 책인데
정작 집중력이 떨어지는 사람이 읽기 힘든...
글에 전혀 집중이 안되는..
원작의 문제인가.번역의 문제인가..",도움돼요,1
13143783,pi********,2024-02-16 16:33:17.098624,"제목과 표지에 이끌려 구매했다.
표지 디자인을 잘 한 것 같은 느낌이다.
중간에 내용이 삼천포에 빠지는 느낌이 들기는한다.

",도움돼요,2
12855909,ph*******,2024-01-05 08:51:23.281516,번역의 중요성을 깨닫게 해준 책,도움돼요,2
12248536,so******,2023-09-18 15:06:14.383261,번역 정말 무슨 일???? ㅡㅡ,도움돼요,2
13420326,wi*****,2024-03-24 18:39:26.503682,"리뷰를 쓰기위해 선택해야하는 단어 중 마음에 드는 단어가 없지만 어쩔 수 없이 하나를 골랐습니다. 기대와는 너무 다른 내용과 구성이네요. 저자는 집중력을 다루지만 오히려 이 책 자체가 두서 없고 정돈되지 않은 느낌입니다. 좋은 소재인데 너무 아쉽네요. 
",도움돼요,1
12294509,na*******,2023-09-27 22:29:25.593067,솔직한 평을 하자면 평점이높은데 좀 실망스런.. 얻을건 없는책이란생각이 드네요. ,쉬웠어요,1
12098838,kh*******,2023-08-23 13:18:16.215567,"번역이 너무 부자연 스럽고 오류도 많고...
이 정도면 작가한테 원한 있나 합리적 의심이 들 정도로 ^^;;",도움돼요,1
13017705,ga****,2024-01-28 15:44:31.292036,중반이후부터 산만. 글이 좀 장황하다고할까요ㅎ,도움돼요,2
12780485,jk****,2023-12-25 16:27:56.392165,도둑맞았어요어옹오오옹,집중돼요,2
12575868,sh******,2023-11-19 23:18:18.00012,책의 내용은 좋으나 번역이 아쉽다,도움돼요,2
12200137,su*****,2023-09-10 18:26:22.760917,"내용은 좋은데, 새상품이 아니네요, 누가본 자국이 있네요 이럴꺼면 중고책 사겠죠",집중돼요,1
12124442,le****,2023-08-28 13:45:37.105407,"백해무익한 책
전혀 권하고 싶지않은 최악의책
잡다한 신변잡기가 많고,
비논리적, 페이지수만 늘린 책",도움돼요,1
12063889,sj*****,2023-08-18 00:41:39.146762,"자기계발서의 책들을 보면 내용이 비슷비슷한 것처럼&hellip;
전체적으로 별다른 것이 없는&hellip;
그냥 서점에서 속독으로 읽어도 되는&hellip;",도움돼요,2
11968301,tr******,2023-07-30 19:18:28.791281,엉성하고 불편한 번역 덕에 이 책을 읽는 동안 내 집중력을 도둑맞은 느낌이다. 끝까지 집중하며 읽기가 이렇게 힘든 책은 오랜만이다,도움돼요,2
12814563,ar****,2023-12-30 12:44:24.052143,"재미(?)있게 읽었는데
뭣을 읽었는지 기억이 나지않음",도움돼요,2
11887842,rl********,2023-07-17 18:02:32.102042,처음엔 내가 지금 하고있는 생각이랑 비슷해서 흥미진진 중간부분에는 사실상 답없는 남탓하는거 같아서 좀 별로 마지막에는 가독성이 좀 떨어짐,도움돼요,4
11847588,wa***,2023-07-10 21:49:57.568151,"문제에 대한 해법을 제시한다기 보다는, 많은 이들이 겪고 있을 법한, 저자 자신의 문제와 그 해법을 찾아가고 있는 과정을 공유하는 책인 것 같습니다.",도움돼요,2
