리뷰번호,회원ID,작성일시,리뷰내용,감정키워드,평점
11105337,22****,2023-03-16 21:51:27.428933,어디서 본 문장에 어디서 본 슬픔과 어디서 본 위로를 앞뒤가 안맞게 늘어놓고 세탁기에 넣으면 완성,고마워요,1
11134269,sm***,2023-03-19 11:54:05.723296,"&lt;내 돈 내산, 서평단 X, 협찬 X&gt; 
*장점
1. 소재가 좋다. 
상처 받은 마음을 옷에 번진 얼룩에 비유하여 지워내고 다리는 과정이 따뜻하고 참신하다. 
2. 힐링되는 문장과 메세지가 많다. 
고통스럽지만 살아내야만 하는 인생에 대한 위로와 격려가 고맙고 힐링된다. 

*단점
1. 중세시대 성 같은 표지 그림과 '메리골드'라는 외국의 작은 마을 같은 이름과는 다르게 '우리 분식, 연자, 영수, 영희' 같은 올드하고 토속적인 이름들이 가득해 이질감을 준다. 판타지세계, 미지의세계, 신비로운 세계가 아니라 그냥 옛날 동네에 있는 세탁소 같다. 표지와 제목에 낚인 느낌을 감출 수 없다.

2. 반복되는 문장이 많아 가독성이 떨어진다.
*과거엔 00, 현재엔 00, 미래엔 00 (최소 3회 반복)
*먹자 먹어야지, 살아 있으니, 살아있고, 살아있길 잘했다. 
*뜨겁지만, 뜨겁지 않다. 이제야, 이제라도 

3. 이야기가 진행되지 않고 정체 된 느낌이라 소설이 아니고 철학 책 같다. 
주인공이 억겁에 시간동안 혼자 외로이 지내며 삶의 의미를 깨달아 가는 과정이 움직임 없이 같은 자리에서 40페이지 이상 이어진다.
이야기가 계속 앞으로 나가야 재밌는데  제자리에서 '인생이란... 삶이란... 나란 누구인가...'계속해서 고찰하고 깨달으니 소설이 아니라 철학 책을 읽는 기분이다. 

*총평 
백화점, 편의점, 서점을 잇는 힐링소설이라고 써 있는 띄지의 문구와 다르게 재미 요소가 많은 책은 아니다. 진중하고 심각한 느낌이 더 많다. 해서 어린 아이들이나 머리를 식히기 위해 소설을 읽는 성인들에게는 추천하기 어려울 듯 하다. (인문학이나 철학을 소설이란 매개체를 통해 쉽게 접근하고 싶은 분들께 추천한다.)

*인트로에 주인공과 부모님의 이야기는 작가님의 아이디어인지 제 3자에 피드백으로 생긴 부분인지 모르겠지만 없는 편이 더 좋았겠다.  ",힐링돼요,2
11124840,19*******,2023-03-18 14:57:33.427394,따뜻한 문장들이 좋네요. ,힐링돼요,4
11071205,tl*******,2023-03-13 21:56:09.361799,시간가는줄 모르고 읽게 되네요,힐링돼요,4
11039679,yj*****,2023-03-10 21:13:01.225761,"따뜻한 봄날, 제 마음도 따뜻하게 위로해주네요~

좋은 책 너무 감사합니다!!",최고예요,4
11693213,sp********,2023-06-15 14:26:20.26996,재미있게 읽었습니다.,재밌어요,4
11120676,ps********,2023-03-18 08:08:24.595336,좋은 책 인것 같습니다 잘 읽겠습니다,힐링돼요,4
11114104,wi****,2023-03-17 20:46:36.617263,생각만 했던 마음 세탁..덕분에 개운해졌어요.이런 세탁소가 정말 있으면 좋겠어요.,최고예요,4
11683145,ch*****,2023-06-13 22:19:43.99361,재밌게 잘 읽었어요,최고예요,4
11114299,an*******,2023-03-17 21:13:51.504784,감동으로 힐링받고싶어 구매하게된 책,힐링돼요,4
11410955,lh*******,2023-04-26 17:04:16.299962,어디서 본 듯 한 말들이 엉성하게 짜여져 있는ᆢ  맥락이 매끄럽지 않게 억지로 나열되는 ᆢ,힐링돼요,1
11111912,so***,2023-03-17 16:56:22.546925,저도 이런 세탁소에 가고 싶어요,재밌어요,4
11758670,ss****,2023-06-26 09:27:29.033718,"마음이 정말 힘든 시기에 읽었는데, 펑펑운건 아니지만 마음이 먹먹해지는 순간도 있었고 무엇보다도 큰 위로를 받았습니다.",힐링돼요,4
11155538,je********,2023-03-21 06:52:48.501146,마음에 와 닿는 책입니다. 따뜻하네요. 막힘없이 읽혀서 좋아요.,공감돼요,4
11040231,wo********,2023-03-10 21:58:53.952952,잘 읽어보겠습니다..,힐링돼요,4
11036784,ki******,2023-03-10 13:43:45.15129,"요즘 마음이 힘든데, 잘 읽겠습니다!",힐링돼요,4
11762714,tm********,2023-06-27 00:30:08.542113,힐링되는 책내용입니다. 요즘 마음이 싱숭생숭해 이런류의 소설이나 에세이 읽고 있는데 강력추천드립니다.,힐링돼요,4
11729661,hy******,2023-06-21 15:27:46.235284,잊고싶은 기억을 지울수 있다면 얼마나 좋을까요,힐링돼요,4
11728509,oc******,2023-06-21 13:43:01.916952,재밌게 잘 읽었네요 ,재밌어요,4
11262031,th********,2023-04-01 15:55:10.618672,재미있습니당 잘 보고 있어용,최고예요,4
11048290,fr********,2023-03-11 22:22:40.425872,아직 읽지는 않았지만 잔잔한 힐링받기를 기대하고 있습니다.,고마워요,4
11765880,pa****,2023-06-27 17:57:58.569647,최고네요 겁나 재미난 소설입니다,최고예요,4
11723646,le********,2023-06-20 22:22:15.293868,글자를 읽어 내려가는게 아까울 정도로 매력적인 책,힐링돼요,4
11710566,cm***************,2023-06-18 09:55:52.330336,"시간가는 줄 모르고 읽었어요 
재밌습니다",재밌어요,4
11705006,ya******,2023-06-16 21:59:59.144105,"마음치유에 좋다고 해서 사봤습니다
힐링되는 소설 너무 좋아요",힐링돼요,4
11514972,un******,2023-05-15 09:53:08.661162,저는 그다지... 만화적이거나 동화적인 상상력이 들어가더라도 좀 더 개연성이 있는 편이 좋아서요. 공감이 잘 안되네요. ,재밌어요,2
11295424,fr********,2023-04-05 23:11:15.273683,조금 억지스럽고 진부한 부분은 있지만 마음에 와닿는 글들이 꽤 많아서 생각하게 하네요.,힐링돼요,4
11122825,un*****,2023-03-18 12:01:13.882826,좋은글귀 마음에 담아요^^,고마워요,4
11720153,yo******,2023-06-20 09:56:30.012605,잘보고 있어요~ 추전해요,최고예요,4
11718572,tj*****,2023-06-19 22:36:13.662387,요즘 저에게 딱 필요한책이었습니다~,힐링돼요,4
11707005,to*****,2023-06-17 09:09:39.364986,"메리골드 마음 세탁소 
가볍게 읽을만해요",힐링돼요,4
11702042,rm****,2023-06-16 14:26:17.584646,재밌게 잘 읽었습니다,힐링돼요,4
11700303,nj****,2023-06-16 09:46:55.430249,공감가고 읽기 좋은 책이네요,공감돼요,4
11094932,du*****,2023-03-15 21:50:01.615173,너무 큰 기대를 한거 같아요.생각보다는 좀 별루에요,공감돼요,2
11723539,ah*****,2023-06-20 21:54:27.828625,빠른 배송 감사합니다 ,힐링돼요,4
11722974,ca********,2023-06-20 20:24:29.234578,배송 빠르고 잘 도착했어요,힐링돼요,4
11698737,ch*******,2023-06-16 06:04:03.135002,마음끌리는 문장들이 많네요. 잘 읽을게요,고마워요,4
11834634,pe********,2023-07-08 12:31:06.33525,요즘 쭉 이어지는 가벼운 힐링 소설들 다 괜찮았어서 산건데...오랜만에 활자공해를 돈주고 산 것 같음...도깨비랑 호텔델루나 짬뽕한 내용인 듯.   ,공감돼요,1
12210999,bo********,2023-09-12 17:30:18.152216,"너무나도 한국이 배경인데 지명이 메리골드인 것 부터가 좀 깨고 몰입이 안되네요. 아픈 기억을 세탁해준다는 소재는 참신하고 좋지만 내용이 영.. 여기저기 퍼져있는 흔히 볼 수 있는 위로 글귀들을 짜깁기한 것 같아요. 내용이 깊지 않고 너무 뻔해요. 이런 류의 소설을 처음 읽은 사람은 재밌을 진 모르겠지만, 아닌 사람들은 실망할 거예요. ",힐링돼요,2
11681809,mi********,2023-06-13 18:06:26.844874,저번 책도 참 좋았는데 이번도최고입니다,최고예요,4
11677745,ts*****,2023-06-12 20:13:07.246146,아직 읽기전이지만 재밌을것 같아요,최고예요,4
11677629,kk*****,2023-06-12 19:44:06.72972,지인에게 선물 좋아하네요,고마워요,4
11677619,kk*****,2023-06-12 19:43:18.152037,"부담없이 읽어볼게요9
~",고마워요,4
11673463,ch********,2023-06-11 21:22:15.926068,재미있게 잘읽었습니다,재밌어요,4
11666534,gy********,2023-06-10 11:54:16.846834,"독특한 설정, 하지만 우리가 살아가는 이야기",힐링돼요,4
11664694,uk****,2023-06-09 23:08:54.719174,좋아요 좋아요 좋아요 좋아요 좋아요 ,힐링돼요,4
11663796,aj*****,2023-06-09 19:29:51.745933,빠르게 잘 받았습니다.,재밌어요,4
11662724,da*****,2023-06-09 13:31:45.852812,잔잔하니 넘 좋아요,고마워요,4
11656089,j9****************,2023-06-07 23:14:30.071033,가볍게 읽기 좋아요,힐링돼요,4
11641817,mi********,2023-06-05 01:30:26.557331,좋아요 저번책도 정말좋았는데 이번에도최고,최고예요,4
11640115,lo******************,2023-06-04 21:10:44.765845,처음부터 끝까지 공감되면서 마음에 와닿는 내용과 좋은 구절들이 정말 많은 책이었음. 3년 만나면서 나의 전부가 되어버렸던 사람이랑 헤어지고 나 자신을 잃어버렸는데 제목에 이끌려서 읽게 되었다가 정말 스스로가 더 단단해질 수 있었음.. ,공감돼요,4
11632471,ch*******,2023-06-03 17:45:37.230322,너무 재미있고 좋아요,고마워요,4
11340630,jw******,2023-04-14 06:13:22.807383,마음의 얼룩을 지워주는 세탁소를 읽고 많이 펴진 제 마음이 느껴집니다,재밌어요,3
12968169,zo****,2024-01-20 23:18:28.103188,"이게 베스트셀러라니.. 
앞뒤안맞는 말들, 듣기 좋은 말들을 그럴싸하게 늘어놓은것 뿐이라고 느꼈습니다..
장황하게 묘사하고 설명해서 가독성도 떨어지고 등장인물들 대사는 기본 다섯줄이 넘고 혼잣말도 엄청 많습니다… 한페이지 내내 다른 설명이나 묘사없이 두사람이 장황하게 대화만 하기도 합니다 ..  읽는내내 인기드라마를 따라했다는 생각만 들었어요. 개연성도 없고.. 베스트셀러길래 기대했는데 실망이 큽니다",힐링돼요,1
11885706,je********,2023-07-17 10:26:46.318854,뻔한 구성이라 그다지 흥미롭지는 않았어요,힐링돼요,2
12882288,me******,2024-01-09 10:22:44.319768,왜 베스트셀러인지 잘 모르겠네요..음..같은말 같은내용 반복 너무많고 앞뒤 개연성 떨어지고. 모든책은 주관적인거니깐.,재밌어요,4
12134301,sq****,2023-08-30 15:07:08.586236,"재하, 연희 스토리는 공감이 되지만 주인공인 지은과 해인, 영희 삼촌 스토리는 그렇지 않았습니다. 중간중간 힐링되는 말들이 많았지만, 모두 작가(지은)가 마치 가르치듯 말하는 통에 감동이 반감됐습니다. 그리고 스토리 전개가 너무 비현실적인 것도 거북했습니다. 현재의 아픔, 절망, 고통이 크면 판타지에 기대게 되는데, 판타지는 진정한 힐링을 주는데 한계가 있습니다. 짧은 순간의 위로는 줄 수 있어도 말입니다.",힐링돼요,1
12094806,le*******,2023-08-22 16:48:39.975348,너무 비현실적이고 황당해요,고마워요,1
11927539,gk*****,2023-07-23 14:48:17.072587,가르치려는 대목이 많은건 살짝 거슬렸지만 그래도 재미있게 읽음,재밌어요,4
11747811,am********,2023-06-24 18:10:11.989273,"마음 따뜻해지는 소설~ 좋았습니다.
",힐링돼요,3
11700455,fr******,2023-06-16 10:12:11.253266,요즘 마음이 힘들어 구입했는데 조금 쉬어가는 시간이 되었습니다,힐링돼요,3
11528686,ra****,2023-05-17 20:43:12.716848,좀 유치한 감성 힐링물,힐링돼요,3
14980793,po********,2024-11-04 09:57:19.668026,바쁜 삶을 사는 이에게 잠시나마 깨끗하고 용기있는 삶을 바라보게 하는... 시간을 내서 읽어 볼 가치가 있는 동화 같은 책이네요.,공감돼요,4
14908455,li********,2024-10-17 19:07:26.171548,글을 써주어서 고마운 작가. 건강하시기를 바랍니다.,최고예요,4
14883045,da********,2024-10-11 16:24:19.276222,잘 읽었습니다 좋아요 다음 작품이 기대됩니다,재밌어요,4
14642962,da********,2024-09-16 13:45:45.278999,잘받았어요 잘볼게요,재밌어요,4
14568596,yo*********,2024-09-06 06:20:56.106475,마음이 편안해지고 힐링더요,최고예요,4
14556652,in********,2024-09-04 18:34:31.426218,지치고 힘든 요즘 힐링을 위해 구매했어요. 집에가서 읽을 생각에 벌써 기분이 좋네요,힐링돼요,3
14498202,pb****,2024-08-28 18:04:46.340692,나쁜 기억도 좋은 기억도 나의 것이라는 것을 잊지 않겠습니다 ,최고예요,4
14481687,zy*****,2024-08-27 11:32:49.708382,베스트셀러여서 구매했는데 마음이 따뜻해디는 책이네요^^,최고예요,4
