리뷰번호,회원ID,작성일시,리뷰내용,감정키워드,평점
10547843,ye******,2023-01-15 19:28:48.611967,저는 높은 현실의 벽에 부딪혀 어릴적 꿈을 잃은채 하루하루를 버티듯이 살아가고 있었습니다. 그런데 이 책을 읽고 어릭적 꾸었던 꿈과 삶의 목적에 대해 다시 생각해 보게 되었습니다. 책에 담긴 지혜를 나침반 삼아 희미했던 목적지로 다시 가볼까 합니다.,최고예요,4
10209708,pu********,2022-11-24 11:22:38.158427,"해야할 일이 너무 많고 하고 싶은 일도 너무 많고 주변에는 나를 부르는 사람이 너무 많고 세상은 많은 것을 잘하는 사람을 능력자라 하고... 이런 이유로 저런 이유로 나는 내 나름 최선을 다 했고 노력하며 열심히 살았다고 생각했는데, 뭔가 뒤돌아보면 내 손에 뭐가 남아 있지 하는 생각을 지울수 없었어요. 나는 뭐가 하고 싶지? 나는 어떻게 하고 싶지? 라는 생각을 하던 중에 이 책을 추천 받았고 진짜 내가 원하는 &lsquo;단 하나&lsquo;가 왜 중요한지, 그 &rsquo;단 하나&lsquo;를 해내기 위해서 어떻게 해야 하는지 이야기 해줍니다. 그 동안 당연히 맞다고 생각해왔던 것들과 내가 했던 실수들, 왜 그런 결과를 냈었는지 스스로 생각할 수 있는 계기고 되었구요. 비슷한 고민이 있으신 분들에게 추천입니다. ",도움돼요,4
10716227,my******,2023-02-05 04:24:58.193483,"하나의 생각에는. 한가지 일에 집장하기
멀티테스킹은. 원씽크 원테마의 확장이라고 보며
 저자의 의견을 비판해본다
물론 실행에는 몰입이 필요하지만
멀티테스킹을 꼭 부정적으로만 보아야할까?",도움돼요,4
3322829,ki*******,2020-01-23 09:18:52.373,부자들의 습관을 알기에 좋은책,집중돼요,4
3322816,ke*******,2022-02-22 18:01:25.476,성공하기위한 방법을 자세하게 알려줍니다.,추천해요,4
11651569,mi******,2023-06-07 01:01:40.537076,선물하려고 구매했어요 :),추천해요,4
11588967,su*****,2023-05-27 18:46:27.376111,추천받아서 읽었는데 너무 좋습니다,추천해요,4
11374682,11******,2023-04-19 19:03:10.34014,제가 읽어 보고 다른 친구에게 줄 선물용으로 재구입 했습니다.,집중돼요,4
11010274,dk********,2023-03-07 22:10:11.231029,"정말 갖고싶던 책이어서 그런지 집중도 잘 되고 도움도 많이 되는 군요
스포가 될까봐 내용은 적지 않았지만 좋은 책입니다",도움돼요,4
13174475,st*****,2024-02-21 14:01:23.636247,"가장 중요한 단 하나에 집중하는 것이 얼마나 중요한지 쉽게 설명하는 책인데, “그 일을 함으로써 다른 모든 일을 더욱 쉽거나 불필요하게 만들….”이라는 표현이 인상적이었습니다.",쉬웠어요,4
13017491,kh*******,2024-01-28 14:53:14.29781,"정말 추천도서 최상위에 있는 이유가 있오요!
꼭 읽어보세용",추천해요,4
11592433,ex*******,2023-05-28 15:37:52.998947,재미있는 책이네요... 추천드려요,도움돼요,4
11591888,qo********************,2023-05-28 13:40:43.346157,문제 해결 방법을 명료하게 알려준 책,도움돼요,4
11587300,hi*****,2023-05-27 09:53:46.420034,한 가지에 집중하라는 말이 공감되었습니다.,쉬웠어요,3
11574412,an********,2023-05-25 00:04:36.103846, 누구에게나 꼭 필요한 이야기라고 생각됩니다,최고예요,4
11543805,in******,2023-05-20 06:17:08.243154,집중이 잘 되어서 좋아요,집중돼요,4
11518005,ha*****,2023-05-15 17:51:50.768087,도움이 많이 됩니다.,집중돼요,4
11247749,zz********,2023-03-30 20:51:02.001694,"좋은 책 입니다.
빨리 읽으세요",도움돼요,4
11080685,yo******,2023-03-14 16:54:26.62358,몇번을 읽어도 좋은 스테디 셀러,도움돼요,4
11031095,ju*****,2023-03-09 21:39:45.178602,복잡한 세상에서 미래의 나를 위한 책,도움돼요,4
